Identifier 	SK_SC_1	SK_TC_1	SK_SC_2	SK_TC_2	H3B_Ortho_1	H3B_Ortho_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_TC_1	H3B_TC_2	HCC_06	HCC_07	HCC_08	HCC_09	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	HUH7_TC_1	HUH7_TC_2	NNL_01	NNL_02	NNL_03	NNL_04	NNL_05	Cluster_Number	Cluster_Repr	
NM_003348	18.11	26.45	13.92	31.52	25.45	16.57	38.69	26.94	30.09	32.85	38.47	16.85	13.35	11.14	21.33	9.72	6.65	16.0	13.63	8.21	33.56	16.13	20.55	38.06	30.75	70.97	48.84	4.96	9.67	2.72	8.45	6.89	39	16131	
NM_000985	5.03	34.89	7.91	54.29	13.62	11.69	28.3	12.84	20.09	17.63	23.82	3.6	13.1	10.29	48.19	3.09	3.41	21.03	6.82	20.3	31.05	12.17	11.74	22.79	20.9	21.35	30.25	3.49	10.94	3.93	11.57	9.21	39	16131	
NM_002797	10.05	32.09	11.41	25.86	31.65	18.62	33.67	31.32	33.72	37.13	40.41	15.41	22.56	11.73	16.52	9.7	8.44	19.03	15.84	9.47	30.94	14.15	18.46	32.08	24.49	94.01	62.78	6.02	7.7	10.05	5.27	7.08	39	16131	
NM_003074	8.31	22.05	9.83	27.88	17.57	11.26	25.53	23.1	23.02	29.05	23.44	6.32	13.1	19.17	29.41	9.41	6.72	13.85	8.86	5.98	28.23	21.89	23.14	34.53	34.91	67.49	78.36	6.51	5.43	2.29	2.81	5.23	39	16131	
NM_002819	9.05	26.23	11.27	20.53	35.38	20.58	18.54	22.05	30.48	50.91	42.37	7.0	35.92	16.25	30.75	10.11	3.91	15.87	7.14	20.3	31.46	18.06	22.77	54.75	45.43	64.9	74.22	8.08	13.55	2.2	8.93	9.34	39	16131	
NM_014014	7.98	21.71	7.43	20.29	25.13	20.35	28.61	22.35	23.79	32.81	51.45	9.51	42.8	10.33	12.61	9.86	5.79	17.2	9.9	13.95	25.59	18.02	21.38	31.66	34.05	71.42	62.0	3.25	12.72	5.54	8.41	5.77	39	16131	
NM_178012	29.31	82.58	33.22	133.74	25.12	18.13	12.7	8.52	9.1	62.96	26.12	2.17	39.7	7.58	8.43	14.05	4.07	16.4	3.94	10.48	41.04	15.54	33.08	60.53	65.84	53.4	136.94	3.79	11.36	2.43	7.98	5.21	39	16131	
NM_005789	12.34	22.23	13.96	19.34	27.93	21.75	20.01	34.42	36.74	32.01	35.61	13.8	22.5	16.32	22.66	12.61	6.25	17.58	22.07	11.59	27.16	9.24	10.02	25.67	17.0	56.54	32.8	5.21	6.3	1.47	6.66	7.97	39	16131	
NM_002817	14.64	29.43	10.3	27.79	17.22	12.1	15.89	13.76	15.73	27.7	26.2	12.74	27.76	7.88	13.05	8.35	6.18	16.6	9.33	8.5	18.68	6.62	11.17	22.9	20.58	52.92	55.33	7.47	12.6	2.9	6.54	8.05	39	16131	
NM_005499	17.24	24.68	16.38	21.32	23.63	16.58	30.66	31.61	39.47	33.03	43.98	13.97	12.94	20.11	23.17	5.32	8.26	18.22	16.32	10.19	28.08	25.49	28.44	47.09	42.78	86.11	93.88	4.69	8.4	5.27	7.68	6.75	39	16131	
NM_013336	8.97	15.68	11.01	23.18	27.46	18.51	8.94	4.82	6.24	46.23	19.36	4.97	18.27	10.95	13.19	19.87	5.09	27.38	2.55	29.19	32.48	7.9	25.86	53.36	57.29	26.7	63.96	7.16	11.83	0.97	17.35	11.65	39	16131	
NM_005572	33.31	50.03	29.1	62.14	28.04	18.61	6.78	11.72	16.23	12.6	8.91	13.04	9.02	12.31	14.55	11.15	7.07	26.85	4.74	5.94	17.97	11.89	13.66	14.96	19.47	9.2	12.56	5.19	9.82	7.97	5.97	6.24	39	16131	
NM_004318	5.44	12.32	5.98	8.48	29.53	25.56	39.39	42.54	58.49	24.75	54.42	2.96	2.16	12.56	2.67	130.86	31.36	18.87	7.41	5.04	40.65	5.2	9.56	16.65	14.69	68.78	43.03	5.35	6.06	1.81	2.84	9.51	39	16131	
NM_002802	12.8	22.72	10.31	20.26	13.44	10.72	22.25	18.91	21.52	16.59	23.14	17.34	16.9	6.57	6.47	5.08	9.22	11.37	10.71	11.38	21.23	6.31	6.81	17.56	14.27	64.79	26.14	8.06	12.62	6.9	6.99	9.96	39	16131	
NM_000089	130.97	1.66	97.29	1.34	10.06	3.83	5.51	143.54	21.67	0.35	0.98	32.62	29.62	69.99	90.64	2.27	91.75	10.42	109.13	17.92	73.77	13.42	132.07	65.3	37.94	43.67	65.36	4.61	5.94	7.79	2.52	54.22	40	1321	
NM_004079	30.01	1.46	39.98	1.82	5.94	5.54	11.26	17.05	10.0	1.46	2.19	18.92	5.6	18.18	7.21	22.23	46.78	18.53	36.86	13.84	34.77	3.09	22.53	11.75	11.6	2.97	1.1	14.39	21.39	16.17	10.88	20.81	40	1321	
NM_000090	224.03	7.2	117.13	21.93	9.13	3.15	12.85	144.01	31.68	1.37	0.5	19.59	27.07	64.42	75.71	4.78	99.3	4.65	112.81	16.64	10.8	26.43	132.17	83.82	31.79	1.06	0.31	4.81	11.34	20.04	7.31	81.95	40	1321	
NM_001920	76.16	1.67	43.88	1.24	10.26	5.4	8.91	27.27	9.92	0.72	1.36	3.85	43.1	103.95	37.22	1.39	150.87	0.4	315.41	27.38	4.23	11.8	19.4	20.17	8.54	1.19	1.15	79.02	114.14	114.34	71.0	269.64	40	1321	
NM_004106	15.03	0.7	10.01	1.19	3.58	2.99	7.42	12.15	6.81	1.51	1.96	7.76	10.8	7.93	8.08	8.77	16.66	17.89	21.89	6.81	71.03	21.81	30.43	46.75	31.06	0.9	1.0	20.96	20.47	15.29	17.24	15.03	40	1321	
NM_138809	5.41	12.34	4.99	6.4	9.93	10.83	2.56	9.57	8.16	2.72	4.94	10.82	24.75	10.33	7.74	166.55	24.84	26.99	11.16	98.89	2.0	1.43	1.77	2.37	2.04	3.88	3.68	17.74	68.31	79.19	24.13	15.47	41	13023	
NM_004169	1.51	4.82	1.58	6.71	7.9	4.69	1.66	2.02	3.29	10.93	7.26	35.28	7.37	2.68	1.61	9.49	1.31	74.43	1.16	19.67	2.86	1.84	2.3	4.67	5.2	9.22	20.37	8.49	66.18	9.77	29.79	14.4	41	13023	
NM_018234	23.73	25.54	34.39	28.2	6.7	7.01	3.64	8.39	5.97	7.0	8.01	25.94	7.27	21.9	1.43	15.24	30.71	18.18	39.05	34.23	8.74	1.9	1.67	3.66	2.06	4.11	2.55	63.27	53.02	55.81	68.67	50.4	41	13023	
NM_006741	1.08	0.62	0.98	1.36	7.37	7.57	6.89	1.63	1.43	2.38	1.01	3.02	1.38	24.71	42.71	22.9	5.01	2.92	6.71	5.08	23.76	4.07	5.78	4.74	5.16	1.28	2.97	29.29	47.45	105.92	47.89	5.68	41	13023	
NM_020918	1.03	0.61	0.74	2.1	0.9	1.45	1.67	2.14	3.56	4.83	5.59	24.94	106.36	43.43	16.51	14.16	8.43	77.14	6.64	13.15	9.19	1.53	2.13	5.52	3.65	3.46	8.7	0.99	17.54	10.42	23.8	10.97	41	13023	
NM_001249	0.68	0.61	1.33	1.31	4.4	3.9	5.73	4.86	3.98	3.98	5.03	21.3	51.87	8.84	3.84	17.7	16.41	14.86	10.28	35.55	56.69	3.63	5.18	5.44	7.65	7.87	6.04	11.53	39.08	15.98	19.06	9.58	41	13023	
NM_006209	1.91	4.31	1.39	4.21	0.35	1.13	1.71	0.44	0.48	18.99	8.5	46.28	2.95	59.56	155.14	13.83	18.08	3.16	6.89	6.34	72.51	4.83	3.89	7.29	6.86	35.7	20.92	11.2	4.96	10.31	13.41	25.18	41	13023	
NM_004223	15.54	28.34	23.21	40.31	6.91	5.4	3.24	4.35	1.33	3.87	5.27	49.28	14.63	15.99	3.83	34.35	33.83	27.34	28.51	20.94	54.33	4.52	8.26	13.66	15.88	38.55	50.85	17.7	19.25	22.34	23.49	28.32	41	13023	
NM_000320	0.51	2.91	1.75	2.96	6.45	7.92	7.87	4.44	5.24	7.11	6.2	96.87	9.61	6.43	7.76	7.82	11.24	20.73	5.16	18.23	8.57	5.04	4.35	10.81	9.51	25.39	17.07	12.92	24.66	21.09	25.06	10.77	41	13023	
NM_003033	1.37	2.35	1.32	0.79	8.34	4.57	1.66	1.52	2.28	0.37	0.54	50.32	9.94	6.78	8.45	25.2	15.88	8.76	8.3	36.1	2.94	8.49	7.37	12.45	12.11	4.78	5.64	8.21	24.39	19.39	7.45	6.35	41	13023	
NM_000047	0.8	4.9	1.4	2.96	0.38	0.56	1.55	0.71	0.65	0.81	1.21	46.42	41.76	36.02	22.39	52.12	10.06	44.89	17.94	29.27	59.74	10.0	9.63	19.59	20.4	18.15	21.55	14.75	55.96	34.98	25.98	15.14	41	13023	
NM_004166	4.82	0.61	3.2	0.93	14.9	11.9	1.24	13.81	15.35	8.55	6.66	25.64	18.81	26.76	10.72	54.29	24.5	139.22	25.89	36.83	3.92	5.53	5.83	3.95	5.89	3.59	1.4	14.87	22.69	31.11	33.92	24.96	41	13023	
NM_003829	3.58	6.97	7.42	9.63	4.56	5.31	1.66	4.23	2.1	3.89	4.07	31.54	5.18	20.19	6.35	17.74	12.7	31.27	16.08	42.35	7.95	2.7	2.76	4.78	4.14	4.21	5.81	16.04	39.12	28.03	17.99	21.73	41	13023	
NM_000853	4.73	13.14	6.31	15.21	0.89	0.87	1.11	0.38	1.55	12.51	9.85	62.27	1.64	52.24	26.23	0.42	26.92	38.91	26.74	76.96	0.46	0.52	0.66	1.8	0.52	0.39	0.51	31.05	81.2	40.78	1.39	44.83	41	13023	
NM_000221	0.69	1.94	1.15	0.69	5.55	8.36	2.54	3.5	3.47	5.3	4.64	31.23	78.72	8.98	30.24	18.68	12.31	35.04	6.42	54.99	8.39	1.03	1.2	3.23	2.12	5.35	1.95	23.21	64.35	41.78	30.17	14.13	41	13023	
NM_000774	25.12	4.64	26.85	4.82	7.05	8.22	5.2	6.55	7.31	5.91	3.15	3.7	3.88	4.41	8.31	20.44	10.32	5.75	10.11	16.2	5.29	59.0	35.32	4.57	17.79	5.81	2.86	28.08	70.64	22.04	29.79	13.07	41	13023	
NM_000362	13.88	9.62	48.78	9.95	3.84	3.29	1.18	3.57	5.23	1.18	3.21	58.71	18.43	30.4	29.94	22.14	33.61	14.39	67.33	19.27	23.74	2.04	1.73	2.76	1.42	13.77	17.15	22.66	46.67	29.04	26.31	20.57	41	13023	
NM_002609	17.27	1.23	23.21	11.65	7.44	3.65	1.63	4.04	5.27	4.7	6.24	101.21	37.0	95.57	81.81	15.31	64.1	19.11	75.95	37.98	38.25	1.28	2.83	4.05	4.46	3.54	2.35	9.98	10.88	11.47	8.38	35.12	41	13023	
NM_000927	1.36	0.8	0.55	0.82	0.48	0.86	0.31	0.42	1.16	3.05	4.04	17.29	1.86	4.66	1.17	13.59	30.89	34.36	25.49	14.69	13.22	3.73	6.02	13.1	6.71	7.11	4.14	9.87	13.6	15.91	7.4	20.29	41	13023	
NM_001792	9.62	1.51	10.31	3.63	0.45	1.31	2.14	0.54	0.81	8.23	0.81	13.14	7.52	16.72	69.77	15.82	12.59	13.24	25.16	21.85	10.29	1.62	3.13	5.03	4.54	17.7	12.64	11.18	15.68	16.64	12.6	15.7	41	13023	
NM_001613	8.11	20.78	9.25	27.11	10.26	3.24	4.22	13.28	4.18	2.42	3.3	33.53	6.65	21.09	47.39	7.6	18.64	13.71	20.01	13.9	13.33	4.04	14.2	6.58	9.54	7.04	7.43	8.07	12.82	4.64	5.86	7.3	41	13023	
NM_012346	2.17	3.76	2.71	2.46	11.15	11.62	5.4	6.79	9.54	4.64	6.87	3.91	6.74	158.81	47.31	3.92	7.09	238.85	25.18	119.81	5.71	2.06	6.03	2.88	3.92	8.97	3.01	30.43	66.01	38.74	56.3	27.04	41	13023	
NM_005252	4.05	29.88	2.68	71.99	4.27	2.06	6.04	6.25	8.68	4.99	5.52	29.66	3.58	8.24	8.13	1.05	40.41	9.67	18.9	4.36	9.02	3.47	5.45	6.49	9.16	1.54	7.97	147.65	21.52	11.17	285.07	50.76	41	13023	
NM_002342	26.48	84.64	52.95	67.95	0.5	0.16	1.37	1.61	0.91	11.38	9.08	46.02	27.07	29.45	31.39	17.82	44.08	52.72	30.61	43.36	44.52	9.37	9.74	14.96	12.39	38.52	39.4	31.64	26.04	32.94	29.67	44.24	41	13023	
NM_000714	26.74	73.19	21.19	62.28	15.06	13.01	15.58	16.88	16.25	9.4	18.97	4.87	5.43	4.31	5.17	5.52	6.18	11.13	7.61	3.94	12.93	2.42	6.47	5.02	2.94	4.09	15.48	3.31	3.36	5.4	3.79	5.15	42	20004	
NM_000247	21.08	54.78	30.4	50.38	9.85	7.92	18.15	13.6	17.75	19.99	29.18	6.59	36.23	15.66	9.75	7.35	8.47	12.47	12.47	10.64	8.13	2.68	3.38	0.87	2.24	3.3	5.06	2.38	8.78	6.9	2.69	8.99	42	20004	
NM_002291	25.41	48.84	33.62	49.49	2.31	0.8	20.2	4.17	3.43	20.24	22.76	10.06	2.08	8.27	21.72	2.35	7.86	3.58	44.05	2.05	25.86	26.88	26.82	35.39	31.26	69.45	47.82	1.88	1.93	5.4	4.17	12.49	42	20004	
NM_014604	22.06	91.53	19.4	29.83	51.61	34.53	35.27	18.16	19.25	89.11	40.22	4.66	6.21	7.46	15.48	1.45	3.98	12.74	4.14	5.24	27.95	4.38	7.85	12.39	12.37	39.23	29.39	3.55	6.02	1.53	6.16	7.46	42	20004	
NM_003358	21.06	51.83	27.76	104.49	6.89	3.37	8.43	5.59	6.61	3.44	4.59	4.28	2.87	7.98	10.2	6.05	6.26	4.05	4.39	6.28	11.77	1.58	3.0	5.01	4.11	6.52	7.85	3.17	6.53	1.41	3.74	9.61	42	20004	
NM_001329	62.42	77.18	82.0	79.55	22.83	27.29	36.18	57.25	78.95	32.42	56.22	11.29	21.14	23.79	136.72	5.05	17.43	4.22	55.52	8.67	9.03	0.75	1.88	1.13	1.45	1.54	2.77	7.43	13.44	10.49	8.69	17.97	42	20004	
NM_024408	11.08	37.12	19.17	53.73	12.76	9.82	13.42	9.15	8.72	4.38	4.86	8.88	1.4	9.7	16.35	7.78	6.39	3.16	23.95	10.06	9.36	1.67	2.49	2.51	3.34	8.67	7.3	9.3	8.52	15.45	9.08	7.89	42	20004	
NM_014654	23.58	42.07	24.9	38.49	9.79	7.15	21.2	16.09	11.03	9.75	9.71	6.07	7.87	1.42	10.43	15.37	11.42	7.64	17.64	12.92	45.12	4.48	14.51	13.67	11.0	15.44	17.67	7.18	15.02	21.49	23.66	13.5	42	20004	
NM_002205	55.2	45.48	38.4	28.14	18.66	23.44	12.49	12.02	23.06	17.25	24.61	6.68	9.24	11.34	21.5	6.45	3.57	17.38	5.86	11.99	20.46	5.11	7.51	3.85	3.93	8.32	8.89	5.88	8.03	8.41	5.1	7.44	42	20004	
NM_001511	96.03	644.59	83.73	689.5	7.1	15.45	3.03	39.61	30.57	17.47	31.59	7.71	1.33	3.07	3.54	2.36	14.73	1.04	21.82	0.84	2.75	0.95	0.88	1.17	0.34	90.95	20.38	16.0	12.57	13.95	6.66	7.35	42	20004	
NM_003651	68.39	196.1	79.72	208.41	19.35	17.22	16.49	26.9	21.28	22.43	36.06	10.07	3.22	8.42	12.08	2.47	7.95	16.4	15.26	4.18	23.38	10.61	13.49	14.48	16.05	79.47	68.12	8.59	2.24	6.33	6.18	10.73	42	20004	
NM_032525	145.91	277.99	208.14	215.64	40.37	28.25	7.12	35.5	28.52	17.25	24.54	5.66	3.52	18.44	4.75	2.87	7.3	4.36	10.15	2.66	13.87	19.35	20.98	47.08	32.49	162.66	115.4	4.7	7.03	4.59	2.84	6.09	42	20004	
NM_001628	15.81	31.23	21.26	34.68	7.71	7.26	1.99	13.32	7.56	23.61	38.25	3.19	3.38	9.0	13.85	4.04	12.5	8.33	19.13	3.89	6.67	3.33	3.01	3.62	3.59	55.76	19.98	5.33	5.77	3.1	5.7	12.4	42	20004	
NM_001456	80.52	181.68	101.15	186.67	29.95	22.52	12.59	21.42	15.03	25.68	25.75	6.2	8.28	18.06	19.89	6.5	8.64	9.41	16.0	8.78	69.41	10.67	25.02	17.65	20.14	48.26	55.69	2.32	12.3	4.57	8.27	8.17	42	20004	
NM_002300	149.15	446.1	128.44	527.7	241.72	179.0	372.15	267.98	246.19	102.21	235.18	17.06	10.64	6.4	16.08	2.03	14.02	1.58	30.82	6.42	142.67	0.45	0.26	0.82	0.75	0.58	0.88	7.64	8.53	4.5	2.0	24.07	42	20004	
NM_006290	12.76	37.64	11.84	40.75	12.1	13.44	12.38	13.01	10.62	11.59	8.64	9.89	10.38	11.3	15.5	20.6	12.13	21.76	27.38	10.98	20.09	2.83	3.36	4.29	3.24	17.44	11.69	6.28	9.25	4.03	8.33	14.6	42	20004	
NM_000584	186.13	988.97	145.04	1725.23	34.84	50.73	4.07	105.14	103.7	81.9	108.21	2.09	0.66	11.22	5.02	1.91	58.79	4.07	22.83	1.93	7.32	1.6	2.12	0.34	0.89	169.15	12.66	6.22	37.92	0.45	8.55	37.0	42	20004	
NM_006270	12.23	70.61	13.62	84.79	6.71	6.28	6.05	6.96	6.84	4.54	6.09	2.34	10.24	4.43	3.6	3.38	4.14	3.66	6.98	7.41	16.7	1.56	3.63	2.81	3.23	2.95	8.03	0.86	4.68	5.76	2.13	1.93	42	20004	
NM_004199	23.97	38.65	39.64	53.32	20.43	33.64	30.55	23.81	27.59	15.07	22.58	2.46	8.03	6.86	9.47	18.71	12.99	38.22	11.41	14.37	23.17	4.11	5.58	7.24	8.75	26.61	28.24	2.32	2.72	3.95	2.28	6.81	42	20004	
NM_003290	28.6	46.76	46.74	28.58	45.02	52.83	15.21	76.6	85.07	46.06	39.94	12.98	7.95	16.62	35.34	6.9	15.31	19.02	30.53	10.18	52.7	6.0	5.79	8.38	7.94	75.1	29.67	4.22	9.36	6.02	2.93	7.79	42	20004	
NM_001769	37.43	99.55	53.9	98.42	20.21	7.99	2.91	7.94	7.64	4.63	8.59	21.87	5.65	14.41	16.96	12.47	34.78	12.98	12.13	6.75	29.0	2.17	3.32	8.05	8.27	8.63	16.24	12.82	15.88	16.63	5.02	20.97	42	20004	
NM_002994	9.0	32.12	18.75	96.57	30.62	22.88	4.88	69.91	71.73	77.79	121.73	1.6	2.14	5.37	3.04	0.58	1.8	2.81	25.67	0.63	8.05	0.62	0.52	1.16	1.0	177.02	83.91	2.12	2.59	1.91	1.71	10.85	42	20004	
NM_003870	30.25	55.76	34.38	45.21	26.69	16.47	8.9	26.3	26.36	14.34	20.71	3.46	3.32	6.31	7.9	5.48	8.05	5.08	14.36	6.97	21.29	5.51	6.28	11.94	6.3	19.71	25.81	8.2	6.12	3.49	3.8	9.41	42	20004	
NM_012250	15.96	60.04	17.04	77.23	6.14	5.3	8.49	11.91	9.5	8.97	12.48	7.45	3.66	8.61	3.73	2.09	6.54	5.85	11.41	10.84	12.27	4.45	5.04	8.18	7.42	25.27	16.03	1.49	5.97	4.41	7.53	5.09	42	20004	
NM_000311	46.2	114.6	69.96	56.32	14.5	14.37	16.94	23.36	25.55	14.31	22.31	3.91	3.42	15.03	14.97	6.89	12.93	20.08	12.94	3.09	25.01	2.43	0.85	1.51	1.57	1.54	1.59	12.82	14.17	11.67	15.71	13.03	42	20004	
NM_000381	16.45	8.96	21.34	23.72	88.2	64.46	56.76	77.3	112.83	22.68	39.12	17.68	4.86	4.43	11.95	9.06	4.28	13.08	10.87	4.14	10.66	0.57	0.52	1.21	0.92	4.13	2.82	2.17	1.85	1.87	1.98	3.54	42	20004	
NM_006009	103.47	136.43	89.76	152.49	9.45	12.47	10.76	32.95	11.8	4.86	8.49	8.54	4.23	23.3	18.98	7.04	23.57	9.65	47.83	7.96	13.62	4.71	15.05	9.94	6.54	24.33	2.65	7.16	9.91	7.45	4.77	12.46	42	20004	
NM_001769	25.44	64.87	27.26	73.92	13.07	5.6	2.15	4.72	4.83	4.06	6.59	11.85	4.05	3.6	7.54	4.66	12.94	4.43	5.32	1.0	23.68	2.64	2.14	4.07	3.21	6.03	11.89	4.52	5.12	8.42	2.85	8.89	42	20004	
NM_003641	4.06	1.57	4.5	0.66	1.15	1.08	0.7	1.25	2.03	0.38	0.5	77.35	13.36	27.89	8.46	15.8	48.44	40.34	41.5	11.41	10.62	1.51	0.95	0.37	0.91	0.36	1.26	23.78	28.39	32.32	27.91	36.76	43	19249	
NM_004166	3.47	0.91	3.35	2.21	3.48	2.49	0.62	3.28	2.81	2.13	0.55	16.86	35.89	24.9	23.62	12.7	19.68	36.71	48.69	31.61	3.43	2.49	1.97	1.28	1.55	0.63	0.36	84.92	123.61	100.97	61.32	54.56	43	19249	
NM_000242	0.72	0.79	2.21	0.61	0.75	0.42	0.54	0.8	0.8	1.6	0.9	117.4	0.72	40.13	11.6	102.43	31.88	17.59	17.75	41.84	19.67	1.58	2.92	1.74	2.37	2.46	2.45	98.99	54.8	84.91	35.4	107.58	43	19249	
NM_000775	0.82	0.8	0.91	1.02	2.0	1.79	1.59	1.83	1.95	1.57	4.22	8.87	36.35	7.67	2.44	32.84	15.17	15.74	10.79	57.6	3.59	2.98	6.23	9.47	9.03	6.94	4.38	31.41	49.88	44.64	33.1	24.57	43	19249	
NM_006657	0.84	0.39	0.57	0.46	1.68	1.67	0.92	0.48	0.31	3.8	2.62	22.01	43.92	18.76	21.72	27.66	20.12	32.14	6.0	23.1	3.76	0.98	2.01	2.78	2.29	0.61	0.96	42.49	129.75	20.41	44.83	37.92	43	19249	
NM_000896	0.93	1.48	1.15	1.83	4.72	7.44	1.14	1.53	2.61	1.06	1.43	26.67	8.15	11.47	3.15	72.47	36.17	45.03	10.39	203.98	12.48	4.61	5.89	7.35	7.81	3.68	3.06	23.55	81.21	67.17	42.13	26.89	43	19249	
NM_000778	4.91	0.88	7.0	2.67	2.14	0.84	1.75	2.69	1.1	1.7	3.75	14.25	2.99	21.15	3.0	31.51	24.03	25.34	10.04	177.29	7.02	9.22	15.93	3.14	8.34	4.07	2.44	67.36	343.88	148.69	150.56	78.83	43	19249	
NM_000106	2.11	2.26	2.58	0.66	1.89	2.55	3.07	1.43	1.14	0.6	1.48	52.4	17.53	24.61	4.12	41.48	81.46	20.63	19.83	166.25	2.24	2.7	2.83	1.58	1.64	1.09	2.33	42.3	76.05	40.1	45.48	34.72	43	19249	
NM_000106	2.36	4.18	2.89	0.93	1.55	1.72	2.39	0.9	2.01	1.21	0.59	56.24	14.81	25.88	3.58	46.62	91.32	21.04	21.59	170.14	2.81	3.8	3.24	1.04	5.27	1.68	0.94	56.72	98.62	54.49	58.79	32.34	43	19249	
NM_017460	0.96	1.03	1.76	1.67	0.72	0.48	0.56	0.45	0.65	0.99	0.75	64.46	8.13	3.3	23.09	19.2	28.56	174.01	15.76	3.32	2.06	0.38	0.45	0.87	0.51	0.25	0.58	117.81	274.71	180.48	150.38	160.01	44	22051	
NM_000765	1.38	0.79	0.83	0.37	0.65	1.62	0.76	0.59	0.72	3.88	3.0	138.42	48.84	28.76	181.64	42.6	194.15	545.43	63.09	12.6	20.71	0.89	0.94	0.47	0.63	4.08	0.97	377.2	986.26	540.41	691.02	492.81	44	22051	
NM_017460	0.73	0.44	0.16	0.63	1.41	0.22	0.19	0.32	0.54	0.38	0.52	139.76	22.05	3.64	28.39	32.82	44.46	465.72	20.77	3.38	3.1	0.09	0.41	0.15	0.7	0.38	0.46	295.43	857.39	455.29	624.12	325.32	44	22051	
NM_000715	0.92	0.71	0.2	0.2	0.35	0.43	0.25	0.38	0.31	6.7	7.01	1061.94	1.55	127.93	37.62	144.69	213.71	134.51	159.73	203.9	5.64	0.29	0.23	0.27	0.33	1.12	3.55	479.41	494.41	410.86	432.27	303.4	44	22051	
NM_018725	0.66	0.3	0.67	1.43	20.02	15.16	23.9	16.64	18.95	17.98	14.59	5.75	18.73	4.85	17.36	19.52	5.62	18.13	4.6	9.51	59.75	3.33	4.29	9.07	8.27	21.91	12.54	7.76	9.6	8.13	6.58	7.75	45	12342	
NM_004591	0.34	1.32	0.29	1.72	62.0	99.89	13.86	178.35	167.38	97.55	172.87	3.21	6.35	17.81	14.47	41.45	34.76	133.42	20.75	2.99	655.22	53.35	52.86	61.44	96.21	1142.74	348.28	0.63	1.58	1.03	1.08	20.39	45	12342	
NM_000313	1.49	1.86	0.72	1.64	8.88	3.36	4.02	4.82	7.0	8.87	16.04	20.27	66.97	6.16	15.72	8.06	12.51	14.05	15.41	20.59	39.19	9.83	15.1	22.56	23.42	55.66	68.28	11.39	48.4	14.88	17.05	10.65	45	12342	
NM_005907	0.4	0.89	0.55	1.13	12.59	16.68	2.5	19.46	18.33	23.67	29.39	10.67	13.25	8.79	22.76	6.13	5.43	17.91	9.24	8.3	40.37	15.7	16.03	22.75	29.11	62.06	49.23	8.42	15.76	9.95	9.15	7.37	45	12342	
NM_000067	0.23	0.62	0.33	0.86	16.68	9.66	1.0	36.24	30.88	12.87	22.92	17.53	1.02	3.08	13.21	31.25	8.75	5.35	5.99	13.62	7.67	14.94	15.16	34.62	30.67	37.37	17.58	27.63	71.35	48.78	39.48	19.69	45	12342	
NM_000142	0.99	1.15	0.33	0.76	8.31	6.81	6.23	7.45	13.09	21.33	23.61	4.15	11.35	21.88	80.97	5.51	9.3	6.89	19.8	5.71	25.0	26.88	44.23	55.76	62.2	89.18	52.59	4.73	7.43	9.57	9.24	4.76	45	12342	
NM_003243	0.37	0.44	0.39	0.81	9.36	8.0	13.06	12.02	11.38	5.3	14.72	15.77	34.35	4.48	4.47	3.88	4.89	3.85	6.99	4.27	24.47	5.54	7.15	13.86	11.99	11.16	21.4	11.45	9.09	10.0	5.73	6.89	45	12342	
NM_031479	1.06	0.96	0.34	0.96	8.52	39.21	11.48	12.77	7.0	31.81	26.23	2.03	3.13	30.41	23.12	1.83	20.85	158.2	10.92	32.09	37.99	3.76	5.53	5.37	10.58	8.58	4.76	6.6	27.82	16.15	11.36	20.23	45	12342	
NM_080741	0.37	1.01	0.36	1.22	0.51	0.47	0.39	0.95	0.77	9.45	5.68	1.55	63.45	32.24	1.52	2.59	2.37	28.38	5.4	1.69	31.22	8.43	12.35	23.73	22.33	19.33	18.27	13.48	35.81	37.45	41.69	17.22	45	12342	
NM_014501	26.46	46.42	27.39	29.93	29.65	22.96	23.04	19.7	28.4	40.2	45.95	5.21	5.86	5.54	16.57	5.48	3.89	29.82	3.1	7.57	17.47	30.56	44.42	77.67	64.97	91.65	179.03	2.26	1.24	0.42	2.0	3.32	46	11412	
NM_014452	22.04	5.46	19.34	4.89	14.98	30.07	26.02	18.68	23.97	13.58	13.86	7.65	1.03	11.38	13.5	9.46	7.96	22.82	10.4	0.68	41.28	8.29	10.32	20.18	21.51	93.92	39.96	3.99	5.17	4.69	2.65	7.49	46	11412	
NM_007194	4.77	8.72	5.97	11.55	45.62	34.32	20.32	75.02	51.98	27.3	46.9	6.34	0.99	5.12	4.73	5.63	1.8	1.99	5.5	3.7	14.17	4.0	4.99	7.11	10.77	19.32	21.27	1.24	1.04	2.14	3.68	3.78	46	11412	
NM_006001	26.69	25.44	33.92	21.92	17.01	14.36	18.15	24.11	22.36	17.31	16.98	2.46	2.7	8.86	6.61	7.36	3.96	11.93	13.52	1.39	22.0	18.66	32.43	51.47	51.96	98.89	125.8	3.33	2.0	1.86	2.1	5.28	46	11412	
NM_001067	56.25	23.21	51.66	18.83	72.87	43.76	40.73	57.24	79.89	103.92	114.28	3.03	1.76	25.62	50.93	20.22	5.3	32.28	16.6	1.09	60.27	57.08	73.96	164.28	151.74	198.06	290.57	1.16	1.63	1.66	0.53	2.89	46	11412	
