RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
XM_904251										
XM_911668										
NM_178421										
NM_130458										
XM_205469										
NM_016956										
NM_030744										
XM_001005591										
NM_146550										
NM_022328										
NM_010514										
NM_134249										
NM_001013777										
NM_145968										
NM_016959										
NM_175196										
NM_203507										
NM_172392										
NM_001033180										
NM_023741										
NM_011190										
NM_023743										
NM_011371										
NM_027599										
NM_146544										
NM_183023										
NM_001029933										
NM_001042541										
NM_172413										
NM_146087										
NM_007490										
NM_031194										
XM_891205										
NM_026253										
NM_175666										
NM_030595										
NM_010752										
NM_033373										
NM_007617										
NM_026097										
NM_010381										
NM_017374										
NM_010378										
NM_175173										
NM_016927										
NM_146642										
NM_172835										
NM_007875										
NM_181852										
NM_172537										
NM_031248										
NM_198302										
NM_011725										
NM_012047										
NM_001110240										
NM_145355										
NM_145467										
NM_025357										
NM_024290										
NM_138681										
NM_177582										
NM_026250										
NM_183248										
NM_146026										
NM_134236										
NM_009380										
XM_001476698										
NM_207618										
NM_147063										
NM_146884										
NM_134217										
NM_011615										
NM_198606										
NM_134239										
NM_178715										
NM_023146										
NM_007574										
NM_001081392										
XM_909777										
XM_001480682										
NM_007934										
NM_178870										
NM_001013757										
NM_007585										
NM_009564										
NM_011146										
NM_018748										
NM_134185										
NM_008226										
NM_172287										
NM_001033347										
NM_172685										
NM_145499										
NM_025842										
NM_009181										
NM_028874										
NM_001033323										
NM_011680										
NM_008819										
NM_145458										
NM_133835										
NM_026309										
NM_175418										
NM_001013824										
NM_146478										
NM_026833										
NM_001039154										
NM_027769										
NM_176844										
NM_001100617										
NM_145585										
NM_032006										
NM_172601										
NM_007842										
NM_007746										
NM_207708										
NM_007774										
NM_013829										
NM_011043										
XM_908793										
NM_001081181										
NM_017478										
NM_212442										
NM_212441										
NM_027934										
NM_011771										
NM_198110										
NM_030703										
NM_011601										
NM_025446										
NM_011319										
NM_013484										
NM_175533										
NM_001038996										
NM_013679										
NM_025958										
NM_145546										
NM_010941										
XM_978018										
NM_011906										
NM_021535										
NM_008456										
NM_010022										
NM_026425										
NM_145825										
NM_207625										
NM_016678										
NM_025596										
XM_001480477										
NM_021540										
NM_201396										
NM_201395										
NM_007685										
NM_001081286										
XM_001476699										
NM_177012										
NM_001042565										
NM_008388										
NM_001040400										
NM_009574										
NM_001003950										
NM_147071										
NM_013529										
NM_025513										
NM_008079										
NM_011324										
NM_146519										
NM_013519										
NM_025602										
NM_013730										
NM_178380										
NM_011326										
NM_008985										
NM_013460										
NM_001025577										
NM_153573										
NM_027027										
NM_146866										
NM_053166										
NM_008031										
NM_008935										
NM_145943										
NM_001033453										
NM_177762										
NM_028064										
NM_133733										
NM_133726										
NM_008574										
NM_029617										
NM_009139										
NM_153564										
NM_198021										
NM_019392										
NM_053263										
NM_009790										
NM_026386										
NM_178076										
NM_183284										
NM_011665										
NM_025537										
NM_146145										
XM_001478436										
NM_172117										
NM_001099779										
NM_001081185										
NM_153547										
NM_146422										
NM_019492										
NM_029271										
NM_020275										
NM_147050										
XM_203398										
NM_023386										
NM_021704										
NM_001013391										
NM_026532										
NM_001010831										
XM_921229										
NM_173070										
NM_001081049										
NM_011075										
NM_010349										
NM_013696										
NM_013877										
NM_080635										
NM_173372										
NM_026992										
NM_146276										
NM_008096										
NM_146318										
NM_029928										
XM_001479494										
NM_172575										
NM_199366										
NM_001081152										
NM_031163										
NM_028259										
NM_201362										
NM_009950										
NM_001024927										
XM_903639										
NM_026061										
NM_199058										
NM_008105										
NM_001081225										
NM_001024139										
NM_146757										
XM_486384										
NM_133666										
NM_173741										
NM_010840										
NM_010011										
XM_001002205										
NM_175449										
NM_134231										
NM_016699										
NM_025729										
NM_010844										
NM_029690										
NM_025914										
NM_153098										
NM_198020										
NM_001037707										
NM_009191										
NM_009224										
NM_026348										
NM_009795										
NM_001081292										
NM_010911										
NM_053272										
XM_888281										
NM_134025										
NM_001024717										
NM_007827										
NM_008521										
NM_023716										
NM_028760										
NM_017367										
NM_026651										
NM_011352										
NM_009539										
NM_026153										
NM_011801										
NM_028844										
XM_001475275										
NM_001033301										
NM_133997										
NM_001081280										
NM_025540										
XM_923227										
NM_016760										
NM_146362										
NM_177915										
NM_138310										
NM_007646										
NM_175659										
XM_990457										
NM_013652										
NM_013902										
NM_177709										
NM_146176										
XM_001481327										
XM_001481318										
NM_027678										
NM_021292										
XM_993080										
NM_011587										
NM_011441										
NM_182782										
NM_144560										
NM_025449										
NM_001110504										
NM_009210										
NM_029901										
NM_178576										
NM_007887										
NM_145415										
NM_019490										
NM_026020										
XM_903558										
NM_010592										
NM_027306										
XM_001481268										
XM_924379										
NM_029578										
XM_973973										
XM_900951										
NM_019580										
NM_199449										
XM_973937										
NM_007561										
XM_913802										
XM_915217										
NM_019865										
NM_009697										
NM_023172										
NM_027799										
NM_173383										
NM_146621										
NM_010735										
NM_008333										
NM_080466										
NM_148935										
XM_001476479										
NM_172457										
NM_178762										
NM_031176										
XM_993784										
NM_020045										
NM_175649										
NM_183183										
NM_010094										
NM_008858										
NM_029614										
NM_133829										
NM_013671										
NM_025394										
NM_145425										
NM_021028										
NM_023129										
NM_028093										
NM_133817										
XM_001472817										
NM_026988										
NM_010251										
NM_001110807										
XM_975970										
NM_001033320										
NM_172563										
NM_026003										
NM_008908										
XM_001480565										
NM_001110315										
XM_901483										
NM_001081412										
NM_177591										
NM_024188										
XM_001476629										
NM_146101										
NM_008613										
NM_016906										
NM_010249										
NM_147011										
NM_009021										
NM_010320										
NM_009441										
NM_009050										
NM_019517										
NM_148952										
NM_007781										
NM_207281										
NM_001081429										
NM_011179										
NM_201245										
NM_172150										
NM_009271										
NM_138677										
NM_175123										
NM_026602										
XM_133786										
NM_146953										
NM_022312										
NM_027870										
NM_008046										
NM_146902										
NM_177187										
NM_027741										
NM_001024138										
NM_009295										
NM_007385										
NM_138579										
XM_898013										
NM_198942										
NM_178685										
NM_145554										
NM_007823										
NM_001083895										
NM_029475										
NM_174868										
NM_178891										
NM_013708										
NM_009151										
NM_023380										
NM_010057										
NM_025873										
XM_886913										
NM_011716										
XM_901503										
NM_146494										
NM_178692										
NM_207681										
NM_001025571										
NM_207680										
NM_153395										
NM_177695										
NM_013498										
NM_033581										
NM_022891										
NM_009220										
NM_207147										
NM_177226										
NM_001039181										
NM_008014										
NM_026908										
NM_009177										
NM_134021										
NM_013533										
NM_182930										
XM_706532										
XM_706510										
NM_010780										
NM_009065										
NM_001033175										
NM_146964										
NM_008704										
NM_019953										
XM_001480957										
NM_198119										
NM_010444										
NM_021600										
NM_009930										
NM_008628										
NM_010833										
NM_001045535										
NM_019403										
NM_176832										
NM_027528										
NM_145529										
NM_025507										
NM_133913										
NM_009635										
XM_001472638										
XM_001476424										
XM_001472624										
NM_030108										
NM_023396										
NM_029037										
NM_001039581										
NM_007376										
NM_010786										
NM_173185										
NM_008567										
NM_172440										
NM_008427										
NM_025740										
NM_145219										
NM_134131										
NM_026971										
NM_009540										
NM_010768										
NM_027946										
NM_176928										
NM_011811										
NM_001081314										
NM_001080966										
NM_001080965										
NM_178116										
NM_008183										
NM_080419										
NM_008656										
NM_013609										
XM_986771										
NM_145507										
NM_172518										
NM_001005510										
NM_007806										
NM_172710										
NM_031249										
NM_027445										
XM_135242										
NM_010634										
NM_029409										
NM_008970										
NM_001081650										
NM_007575										
NM_194338										
XM_917040										
XM_001473032										
NM_008023										
NM_008801										
XM_982795										
NM_010706										
NM_011197										
NM_183313										
NM_028012										
NM_008689										
NM_147046										
NM_001097621										
NM_001109992										
NM_207633										
NM_028657										
XM_283903										
NM_001081393										
NM_025910										
NM_010939										
NM_021290										
NM_144853										
NM_008697										
NM_146198										
NM_023815										
NM_011610										
NM_008241										
NM_009253										
NM_013627										
NM_177757										
NM_026417										
NM_148933										
NM_177724										
NM_018800										
NM_001004361										
NM_146851										
NM_008045										
NM_172784										
XM_976135										
NM_146116										
XM_976101										
NM_007715										
NM_019704										
XM_619639										
NM_028922										
NM_144827										
NM_020513										
NM_013674										
NM_027420										
NM_001040112										
NM_001040111										
NM_176836										
NM_145741										
NM_175653										
NM_016844										
NM_007610										
XM_001476078										
NM_009013										
XM_001478021										
NM_027500										
XM_619423										
XM_976025										
NM_030207										
NM_010613										
XM_001478497										
NM_010137										
XM_001478484										
NM_145848										
NM_197989										
XM_911180										
NM_007938										
NM_181328										
NM_175349										
NM_001024206										
NM_173738										
NM_175326										
NM_011671										
NM_175132										
NM_011930										
NM_144894										
NM_054050										
NM_011978										
NM_009626										
NM_027475										
XM_906449										
NM_001001182										
NM_001038999										
NM_130905										
NM_001008233										
XM_920961										
XM_001479157										
NM_024258										
NM_183423										
NM_029297										
NM_008205										
NM_019391										
NM_026545										
NM_011423										
NM_026070										
NM_011422										
XM_193728										
NM_001013379										
NM_022992										
NM_032008										
NM_028013										
NM_177462										
XM_903544										
NM_146702										
NM_026861										
NM_001039139										
NM_001039138										
NM_010484										
NM_007936										
NM_008850										
NM_011436										
NM_025273										
NM_026688										
NM_025736										
NM_020285										
NM_023127										
XM_913243										
XM_914771										
NM_145743										
NM_025312										
NM_001037931										
NM_001079909										
NM_001079908										
NM_001082476										
NM_029727										
NM_172391										
NM_001025590										
NM_025425										
NM_001025585										
NM_001025584										
NM_172804										
NM_011944										
XM_001004429										
XM_001480258										
NM_023320										
NM_146636										
NM_012001										
NM_019656										
NM_015765										
NM_008956										
XM_909965										
NM_026952										
NM_146948										
NM_028767										
NM_009873										
NM_178050										
NM_016756										
NM_009370										
NM_030210										
NM_019989										
NM_175481										
NM_146165										
NM_008504										
NM_021459										
XM_001476375										
NM_008307										
XM_001479977										
NM_153571										
NM_010302										
NM_025947										
NM_026611										
NM_001080974										
NM_009594										
NM_027816										
NM_011787										
NM_016896										
NM_013908										
NM_176922										
NM_009995										
NM_029629										
NM_001013785										
NM_010026										
NM_194060										
NM_001110224										
NM_001110223										
NM_001110222										
NM_029963										
NM_001024673										
NM_008676										
XM_131754										
XM_001473957										
NM_175130										
XM_885490										
XM_895881										
XM_909735										
NM_001047159										
NM_027744										
NM_007506										
NM_144761										
NM_148917										
NM_144537										
NM_025975										
NM_019919										
NM_031161										
NM_198037										
NM_011777										
XM_909131										
NM_001002842										
NM_134213										
NM_133895										
NM_023622										
NM_153402										
XM_977593										
NM_011124										
NM_020052										
NM_011125										
XM_901075										
NM_183265										
NM_146654										
NM_178919										
XM_980313										
NM_053123										
NM_013494										
NM_025429										
NM_146693										
NM_145224										
NM_001007266										
NM_194343										
NM_010720										
NM_025965										
NM_026232										
NM_009507										
NM_144875										
NM_174991										
NM_146207										
NM_207162										
NM_013582										
NM_016721										
NM_019963										
NM_009896										
NM_008773										
NM_009362										
NM_019960										
NM_014194										
NM_026143										
NM_027083										
NM_013596										
NM_022814										
NM_001033163										
NM_011367										
NM_007533										
NM_001081279										
NM_009886										
NM_133222										
XM_484178										
NM_146079										
NM_013518										
NM_001048146										
NM_178899										
NM_201618										
NM_201617										
NM_201616										
NM_009924										
NM_030069										
NM_029648										
NM_019979										
NM_175324										
NM_025454										
NM_008522										
NM_152804										
NM_146219										
NM_011249										
NM_146486										
NM_172428										
NM_001025074										
NM_153788										
NM_025631										
NM_001110555										
NM_001081127										
NM_146764										
NM_008358										
NM_001033819										
NM_027426										
NM_001042611										
NM_026625										
NM_175303										
NM_001083897										
NM_146023										
NM_001033630										
NM_011764										
NM_133810										
NM_019732										
NM_153403										
XM_001471779										
NM_011458										
NM_001085453										
NM_001085450										
NM_001085449										
NM_001085448										
NM_019827										
NM_001042620										
NM_026836										
NM_001039159										
NM_001039158										
NM_001039157										
NM_023858										
NM_017475										
XM_001481181										
NM_177680										
NM_177610										
NM_020044										
NM_080557										
NM_001081566										
NM_201361										
NM_001003719										
NM_178802										
NM_181071										
NM_023653										
NM_020564										
XM_001471680										
NM_001013783										
NM_138647										
NM_027429										
XM_001471516										
NM_138745										
NM_001081260										
NM_172279										
NM_025432										
XM_917341										
NM_025703										
NM_010564										
NM_177347										
NM_146350										
XM_001478561										
XM_001478551										
XM_001478539										
NM_001083806										
NM_001005748										
NM_001005740										
XM_001478529										
XM_001478519										
XM_908550										
XM_001478504										
NM_001012625										
NM_001012624										
NM_001012623										
NM_178744										
NM_019689										
XM_917279										
NM_146066										
NM_138309										
NM_146135										
NM_016960										
XM_001473245										
NM_146391										
NM_027588										
NM_133748										
NM_025319										
NM_026137										
NM_009126										
NM_207227										
NM_009599										
NM_010897										
XM_918655										
NM_026409										
NM_027270										
NM_001102400										
NM_012050										
NM_001009951										
NM_181546										
NM_019802										
NM_012046										
XM_484616										
NM_001039552										
NM_033571										
NM_020021										
NM_011210										
NM_173418										
NM_181400										
NM_207151										
NM_013697										
NM_016914										
NM_008112										
NM_178280										
NM_146792										
NM_008057										
NM_019388										
NM_001110300										
NM_028731										
NM_175226										
NM_021789										
NM_001081204										
NM_194350										
NM_010414										
NM_009721										
NM_152813										
NM_172899										
NM_028412										
NM_008969										
NM_013664										
NM_016701										
NM_018782										
NM_144923										
NM_015809										
NM_001003914										
NM_011567										
NM_013755										
NM_029711										
NM_001081650										
NM_001039537										
NM_009413										
XM_001479510										
XM_921284										
NM_028672										
NM_011504										
XM_921265										
NM_146039										
XM_921256										
XM_921244										
NM_130867										
XM_921235										
NM_011663										
NM_009179										
NM_009315										
NM_178071										
NM_007654										
NM_001042558										
NM_009430										
NM_018876										
NM_011777										
NM_029103										
NM_012008										
NM_013707										
NM_007614										
NM_009421										
NM_001003955										
NM_023556										
NM_009949										
XM_132230										
NM_027188										
NM_024288										
NM_001044751										
NM_031367										
NM_021364										
NM_001081344										
NM_019423										
NM_001080775										
NM_001080774										
NM_011635										
NM_028131										
NM_178739										
NM_009266										
NM_007651										
NM_053075										
NM_008583										
NM_175411										
NM_010773										
NM_172691										
NM_024284										
NM_008890										
NM_026403										
NM_080561										
NM_009680										
NM_010438										
NM_001039488										
NM_009067										
NM_001013816										
NM_011842										
NM_026909										
NM_001039478										
NM_013599										
NM_029422										
NM_008551										
NM_010488										
NM_029365										
NM_153418										
NM_146758										
NM_053166										
NM_026308										
XM_886605										
NM_017366										
NM_172992										
NM_011481										
NM_028146										
NM_019691										
NM_001081182										
NM_001081362										
NM_018745										
NM_027289										
NM_013642										
NM_027305										
NM_013455										
NM_013686										
NM_025832										
XM_001471869										
NM_001035531										
NM_026886										
NM_011627										
NM_028325										
NM_134248										
XM_140451										
NM_146628										
NM_013650										
NM_009269										
NM_013601										
NM_008761										
XM_001479712										
NM_018827										
NM_019990										
XM_991853										
XM_130646										
NM_024183										
NM_026502										
NM_146402										
NM_177583										
NM_025706										
NM_021526										
NM_010278										
XM_001474605										
XM_903338										
NM_008591										
NM_010276										
NM_010681										
NM_182809										
XM_994613										
NM_026998										
NM_027758										
NM_008677										
NM_178067										
NM_001110794										
NM_007844										
NM_007595										
NM_138672										
XM_986457										
NM_009007										
NM_018753										
XM_001471687										
NM_016866										
NM_130863										
NM_011299										
NM_009628										
NM_054052										
NM_176807										
NM_145595										
NM_178732										
NM_178595										
NM_022009										
NM_026211										
NM_009571										
NM_001037762										
NM_178612										
NM_026430										
NM_001100608										
XM_975333										
NM_001005426										
NM_028841										
NM_012015										
XM_983409										
NM_172987										
XM_986338										
NM_001081338										
NM_009880										
NM_028238										
NM_182745										
NM_183254										
XM_001471584										
XM_001471583										
NM_029858										
NM_146179										
NM_012037										
NM_019485										
NM_019658										
NM_013665										
NM_007445										
NM_001081132										
NM_001011784										
NM_008187										
NM_013563										
XM_917502										
NM_030081										
NM_001081028										
NM_175116										
NM_001048142										
NM_001048141										
NM_001048139										
NM_016872										
NM_172542										
NM_029522										
NM_010565										
NM_021356										
NM_008701										
NM_153541										
NM_020273										
XM_974374										
XM_915804										
NM_001005385										
NM_146590										
NM_001110140										
XM_987225										
NM_146524										
NM_207570										
XM_001481272										
NM_009235										
NM_198602										
XM_001477732										
NM_021457										
NM_177446										
XM_001001363										
NM_028410										
NM_008696										
XM_987884										
XM_001474382										
NM_007922										
NM_011171										
NM_007421										
NM_146683										
NM_026531										
NM_010808										
NM_030179										
NM_001109992										
NM_134014										
NM_207134										
XM_001473615										
NM_183179										
NM_172486										
NM_130449										
NM_053244										
NM_146986										
NM_199309										
NM_010178										
NM_001038887										
XM_975992										
NM_016713										
NM_010612										
NM_001038845										
NM_001038839										
NM_028315										
NM_029460										
NM_026222										
NM_183290										
XM_991367										
XM_975917										
NM_010150										
NM_146837										
NM_009738										
NM_001033789										
NM_177834										
NM_028420										
NM_011225										
NM_177856										
NM_028429										
NM_009941										
NM_080445										
NM_023835										
NM_007856										
NM_146533										
XM_001478017										
NM_175460										
XM_001479474										
NM_016763										
NM_146520										
NM_183287										
XM_975852										
NM_080729										
NM_026536										
NM_172726										
NM_025356										
NM_009163										
NM_021549										
NM_010360										
NM_028387										
XM_001479002										
NM_010499										
NM_028632										
NM_138315										
XM_001479760										
NM_144930										
XM_001477486										
XM_001477009										
NM_019545										
NM_001109752										
NM_001079873										
NM_134087										
NM_024448										
NM_144529										
NM_027931										
NM_028047										
NM_013758										
NM_007896										
NM_001013368										
NM_010892										
NM_007511										
NM_026636										
NM_133789										
NM_144912										
NM_146320										
NM_008420										
NM_029967										
NM_024242										
NM_020575										
NM_178740										
NM_207253										
NM_019411										
NM_139144										
NM_008483										
NM_146218										
NM_175448										
NM_133218										
NM_009711										
NM_029665										
NM_016802										
NM_133201										
NM_173053										
NM_053217										
XM_910582										
NM_133781										
NM_007567										
NM_001083967										
NM_011105										
NM_201375										
NM_148945										
NM_007699										
NM_178690										
NM_011866										
NM_017469										
NM_177629										
NM_001102430										
NM_175122										
NM_008940										
NM_022305										
NM_145939										
NM_146788										
NM_145445										
NM_031184										
NM_010814										
NM_134178										
NM_146168										
XM_125968										
NM_008617										
NM_029141										
NM_008214										
XM_001487808										
NM_027416										
NM_144839										
NM_134020										
NM_021427										
NM_172666										
NM_019456										
NM_016768										
NM_025384										
NM_001014995										
NM_146688										
NM_052994										
NM_010775										
NM_019978										
NM_019925										
NM_016742										
XM_001481172										
NM_172595										
NM_026838										
NM_013603										
NM_172829										
NM_146671										
NM_010448										
XM_906331										
NM_183300										
XM_905295										
NM_178590										
NM_183034										
XM_001476571										
NM_029981										
NM_008281										
NM_199306										
NM_001039093										
NM_001039092										
NM_026131										
NM_001033476										
NM_147031										
NM_133768										
NM_019479										
NM_010233										
NM_025470										
XM_001476581										
NM_007573										
NM_009437										
NM_145514										
NM_178036										
NM_008326										
NM_018758										
NM_030565										
NM_001003948										
NM_010231										
NM_146529										
NM_008690										
NM_026220										
NM_029971										
NM_013819										
NM_001013797										
XM_130416										
NM_025721										
NM_001081319										
NM_001001490										
NM_009916										
NM_009209										
NM_007811										
XM_977572										
NM_008584										
NM_007453										
NM_010953										
NM_008510										
NM_019408										
NM_029295										
NM_001003920										
NM_008571										
NM_028186										
XM_001477564										
NM_145629										
NM_146618										
NM_145832										
XM_922411										
NM_134044										
NM_146474										
NM_031181										
NM_026267										
NM_134255										
NM_029427										
NM_021320										
NM_146017										
XM_001478431										
NM_019796										
NM_001077695										
NM_178060										
NM_030720										
NM_028211										
NM_138755										
NM_201244										
NM_146645										
NM_008892										
NM_024229										
NM_146771										
NM_008597										
NM_026593										
NM_001033042										
NM_018794										
XM_001472602										
NM_001039126										
XM_912838										
XM_355758										
NM_175456										
NM_001017429										
NM_025931										
NM_178765										
XM_001471737										
NM_021489										
NM_008176										
NM_001013833										
NM_145541										
NM_009994										
NM_007378										
NM_013645										
NM_019666										
NM_001034874										
XM_001472581										
XM_909747										
NM_016686										
NM_028262										
NM_018883										
NM_177870										
NM_001045533										
XM_110968										
NM_146197										
NM_146615										
NM_152825										
NM_001001882										
NM_145479										
NM_178931										
NM_026676										
NM_011729										
NM_009648										
NM_147066										
NM_026092										
NM_009357										
NM_146722										
XM_910378										
NM_008325										
NM_026439										
NM_009722										
NM_022320										
NM_001029984										
NM_001043228										
NM_026810										
NM_175485										
NM_147037										
NM_172759										
NM_001043354										
NM_175470										
NM_001025372										
XM_921254										
NM_008882										
NM_172420										
NM_001080742										
NM_021901										
NM_175193										
NM_011203										
NM_024457										
NM_178378										
NM_001033131										
NM_198412										
NM_031404										
NM_001003908										
NM_027078										
XM_001477699										
NM_024218										
NM_008445										
NM_007528										
NM_201258										
NM_198623										
NM_011067										
NM_133983										
NM_011095										
NM_026048										
NM_001033454										
NM_020016										
XM_001475096										
NM_009926										
NM_178269										
NM_053214										
NM_001007577										
XM_001475735										
NM_152923										
NM_029884										
NM_001081121										
NM_026828										
NM_173016										
NM_178893										
NM_152807										
NM_153774										
XM_001478068										
NM_008208										
NM_001001735										
NM_023120										
NM_001015099										
NM_027294										
NM_146363										
NM_016851										
NM_001013441										
NM_175331										
NM_183098										
NM_001081328										
NM_010472										
NM_146602										
NM_178213										
NM_144803										
NM_016659										
NM_177450										
NM_007899										
NM_009660										
NM_001013765										
NM_172281										
NM_207231										
NM_172885										
NM_026385										
NM_008501										
NM_001024225										
NM_001013405										
XM_001478141										
NM_011186										
XM_001478129										
XM_001478517										
NM_001081024										
NM_001045538										
NM_183175										
NM_133717										
NM_029153										
NM_025399										
NM_146565										
NM_029638										
NM_015783										
NM_008317										
NM_010275										
NM_207228										
NM_177150										
NM_001033851										
NM_207278										
NM_024182										
NM_030127										
NM_013591										
XM_900927										
NM_008731										
XM_900918										
NM_008792										
NM_134222										
NM_177362										
XM_129694										
NM_011899										
NM_024181										
NM_010546										
XM_902445										
NM_144883										
NM_019493										
NM_145967										
NM_007491										
NM_001042615										
NM_172153										
NM_027497										
NM_023626										
NM_133990										
NM_009611										
NM_134235										
NM_146826										
NM_183086										
NM_010293										
NM_028170										
NM_011494										
XM_988455										
NM_019668										
NM_007439										
NM_145598										
NM_001077362										
NM_001077361										
NM_020625										
NM_011368										
NM_001039123										
NM_007756										
NM_033574										
NM_016847										
NM_013897										
NM_177068										
NM_007618										
NM_172156										
NM_001083894										
NM_029793										
NM_007718										
NM_175153										
NM_011956										
NM_027152										
NM_177702										
NM_026367										
NM_134246										
NM_146061										
NM_027707										
XM_905648										
NM_028982										
XM_001479987										
NM_147094										
NM_153554										
NM_001109991										
NM_001042660										
NM_011210										
NM_133727										
NM_144518										
NM_016757										
NM_001038699										
NM_008119										
NM_207233										
NM_024461										
NM_001110217										
XM_001477728										
NM_145133										
XM_194369										
NM_146675										
NM_008379										
NM_001048207										
NM_001030014										
NM_013649										
NM_001080926										
NM_001033797										
XM_001475456										
XM_001475439										
NM_008577										
NM_025572										
NM_153389										
NM_008702										
NM_009279										
NM_007900										
NM_173868										
NM_008937										
NM_026737										
NM_007504										
NM_133922										
NM_138757										
NM_001033191										
NM_001077712										
XM_001475362										
NM_009135										
NM_145704										
NM_145703										
NM_008699										
NM_144935										
NM_029489										
NM_029252										
NM_001012725										
NM_001083918										
NM_011385										
XM_893956										
NM_001012477										
NM_009988										
NM_007836										
XM_001480221										
NM_011657										
NM_134093										
NM_025382										
NM_027151										
NM_177657										
NM_026261										
XM_001475050										
NM_017399										
XM_001475037										
NM_178666										
NM_175433										
NM_026376										
XM_890800										
NM_133819										
NM_001001808										
NM_145395										
NM_053112										
NM_172932										
NM_175035										
NM_030228										
XM_620264										
XM_906754										
NM_013507										
NM_011196										
NM_172993										
NM_010043										
NM_001008420										
NM_001033258										
NM_026511										
NM_001081142										
NM_031179										
NM_138650										
NM_001008498										
NM_133886										
NM_001085492										
NM_009909										
NM_001012765										
XM_001475158										
NM_001077410										
NM_001042564										
NM_031843										
NM_011467										
XM_001475134										
XM_111555										
NM_008480										
NM_013837										
NM_001042577										
NM_026949										
NM_029491										
XM_001472398										
NM_008906										
NM_020596										
NM_010776										
NM_207536										
NM_001024145										
NM_022656										
NM_025673										
NM_001033452										
NM_001003950										
NM_025523										
NM_053200										
NM_207160										
XM_001473470										
XM_001473454										
NM_008331										
XM_001473431										
NM_152815										
NM_147014										
NM_009401										
NM_026210										
NM_017379										
NM_146228										
NM_023872										
NM_001037130										
NM_001037129										
NM_001037128										
NM_001037127										
NM_018736										
NM_172512										
NM_023493										
NM_008641										
NM_008541										
NM_001031851										
XM_917040										
NM_008635										
NM_010480										
NM_145131										
NM_018825										
NM_138648										
NM_026200										
NM_011347										
NM_019683										
NM_146579										
NM_011954										
NM_019792										
NM_018785										
NM_207537										
NM_177751										
NM_133195										
NM_027309										
NM_009379										
NM_026626										
NM_009425										
NM_008573										
NM_172757										
NM_001026212										
NM_008606										
NM_183253										
NM_008440										
NM_207017										
NM_024432										
NM_009254										
NM_146094										
NM_011969										
NM_030724										
NM_001081641										
NM_009129										
NM_010846										
NM_029321										
NM_053081										
NM_029602										
NM_011046										
XM_001472268										
NM_178661										
XM_001472233										
NM_008991										
NM_178741										
XM_925077										
NM_178689										
NM_026313										
NM_146523										
NM_029767										
NM_207541										
NM_009852										
XM_001473314										
NM_027288										
NM_010088										
NM_179203										
NM_024173										
NM_001001454										
NM_026661										
XM_905690										
NM_007848										
NM_019450										
NM_007961										
NM_018823										
NM_007598										
NM_184053										
NM_010162										
NM_011708										
NM_138605										
NM_026451										
NM_029946										
NM_025943										
NM_028125										
NM_026039										
NM_028855										
XM_001473296										
NM_178716										
NM_177809										
NM_025345										
NM_025645										
NM_177903										
NM_010309										
NM_013474										
NM_026312										
NM_025298										
XM_204234										
NM_023230										
XM_915278										
NM_010788										
NM_013796										
NM_030687										
NM_026402										
NM_019752										
NM_030084										
NM_030699										
NM_153577										
NM_001033302										
NM_001012307										
NM_172480										
NM_053113										
NM_030234										
NM_009634										
NM_177572										
NM_172673										
NM_147092										
NM_053084										
NM_029444										
XM_001473077										
NM_175400										
NM_001109990										
NM_001109989										
NM_001109988										
NM_008008										
XM_001480423										
NM_177093										
NM_008727										
NM_011819										
NM_009645										
NM_007590										
XM_130487										
NM_007589										
NM_028349										
NM_008839										
NM_144792										
NM_023331										
NM_029885										
NM_033622										
NM_011333										
XM_001472747										
NM_029238										
NM_133239										
NM_198616										
NM_008341										
XM_001472614										
NM_052823										
NM_172703										
NM_010811										
XM_904855										
NM_029930										
NM_025700										
NM_007662										
NM_011426										
NM_146023										
NM_021368										
NM_013735										
NM_023142										
NM_022324										
NM_175228										
XM_001002464										
NM_001037878										
NM_001037877										
NM_009493										
NM_007852										
NM_019875										
NM_001033461										
XM_001476198										
XM_909667										
XM_001476525										
NM_001013376										
NM_020263										
NM_008186										
XM_001475632										
XM_001480954										
NM_010954										
XM_909336										
NM_153595										
XM_001471579										
XM_001471578										
XM_001471577										
XM_001471576										
NM_019588										
XM_914171										
NM_134157										
NM_001077509										
NM_001077508										
NM_019937										
XM_129010										
NM_133804										
XM_902459										
NM_172641										
NM_010287										
NM_008044										
XM_906486										
NM_008584										
NM_146708										
NM_009288										
NM_175102										
NM_025812										
NM_023292										
NM_013632										
NM_026411										
NM_021718										
NM_007416										
XM_001477293										
NM_144919										
NM_001083884										
NM_178249										
NM_001004359										
NM_146359										
NM_133907										
NM_025566										
NM_029273										
NM_028014										
NM_008580										
NM_026660										
NM_146123										
NM_198600										
NM_011118										
NM_207664										
NM_019434										
NM_207204										
NM_133994										
NM_019577										
NM_146779										
NM_013655										
NM_025668										
NM_145513										
NM_023231										
NM_146754										
NM_146623										
NM_011382										
NM_053132										
NM_030209										
NM_145979										
NM_010891										
NM_024192										
NM_011959										
NM_175431										
XM_001480071										
NM_029555										
NM_008150										
NM_008713										
NM_007682										
NM_001080381										
NM_199470										
NM_001081203										
NM_024264										
NM_001029895										
NM_026889										
NM_008374										
NM_144959										
NM_019911										
NM_139227										
NM_021888										
NM_010186										
NM_172421										
NM_177146										
NM_172265										
NM_009522										
NM_203492										
