RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_019593	0.94	0.14	5.11	5.12	5.01	4.04	1.03	1.94	1.5	5.35
NM_145863	0.47	6.83	7.11	3.97	8.93	6.4	7.66	1.75	0.49	8.62
NM_001001346	8.9	3.93	0.89	7.79	8.72	8.31	9.26	2.75	8.35	7.29
NM_001001957	8.05	9.12	4.75	1.61	6.08	1.43	2.67	7.59	8.49	2.9
NM_198147	6.66	1.41	3.77	4.65	0.34	0.24	5.61	5.14	5.54	9.31
XM_927495	4.92	9.45	7.93	3.08	3.35	2.44	3.85	2.32	4.77	5.12
NM_033007	3.85	4.37	6.46	2.89	9.19	0.72	8.88	0.8	8.09	2.04
NM_033006	0.03	3.14	9.74	8.62	1.04	4.77	5.84	5.07	7.89	6.83
NM_033004	2.46	1.89	2.45	4.84	8.79	3.64	8.56	1.04	7.42	8.09
NM_002129	3.33	8.75	3.35	9.61	6.89	9.87	9.28	0.17	1.73	3.84
NM_001099851	2.76	3.96	9.98	6.06	0.02	7.68	6.85	0.68	2.79	0.69
NM_174887	6.31	3.49	7.59	8.23	8.1	5.51	9.66	9.85	1.72	2.47
NM_001009959	0.69	8.2	7.17	7.7	3.38	3.66	0.96	5.21	0.73	7.94
NM_019554	0.98	5.28	5.07	5.85	9.44	4.52	3.58	3.51	0.53	8.5
NM_147204	0.99	2.06	5.08	2.29	8.32	7.07	9.43	1.96	3.65	9.3
NM_024787	2.29	8.38	1.47	0.03	1.06	4.61	6.42	7.81	4.08	1.93
NM_145001	0.82	4.2	2.13	0.82	2.47	8.29	4.43	6.04	9.44	6.61
NM_001040179	0.24	4.84	7.79	1.11	8.77	3.91	1.99	2.91	1.24	8.48
NM_016287	1.23	8.16	1.48	5.21	4.01	5.3	6.23	3.47	7.74	0.58
NM_012297	3.42	3.27	2.4	1.07	7.98	5.81	7.21	1.21	3.26	8.65
NM_005353	0.67	2.3	0.43	6.91	5.63	9.1	8.27	9.47	3.08	0.07
NM_014350	7.25	3.79	8.82	3.45	8.24	5.41	1.65	1.59	3.25	9.91
NM_017883	0.18	9.27	0.08	6.79	9.78	8.47	3.46	5.48	6.99	0.22
NM_022574	5.51	4.29	1.09	9.88	9.52	5.65	1.96	8.03	5.82	4.75
NM_015535	0.35	2.46	1.9	0.15	8.99	6.33	2.51	2.9	2.53	9.69
NM_015509	3.99	6.23	8.72	1.38	1.65	6.94	3.79	8.3	1.12	6.11
NM_005075	0.09	3.23	6.36	6.82	2.29	8.02	7.84	7.27	9.73	0.61
NM_181678	4.8	6.11	4.92	7.95	2.36	4.73	9.21	4.23	9.34	1.09
NM_181677	6.44	3.59	4.98	6.98	5.42	3.26	0.32	5.09	7.53	2.96
NM_181676	4.14	3.89	0.25	2.04	9.88	2.17	2.94	5.09	0.09	1.83
NM_181675	9.98	2.35	5.93	1.22	9.56	0.46	6.9	2.96	5.74	5.5
NM_181674	7.38	3.73	0.09	2.1	0.43	7.3	1.35	7.03	9.03	8.3
NM_015926	4.61	0.72	7.36	6.01	8.81	8.57	0.6	6.83	0.58	0.45
NM_001956	8.88	6.28	6.82	9.01	8.29	8.78	6.16	5.71	4.09	2.79
NM_017887	5.42	2.85	4.84	3.71	6.51	8.73	4.02	4.62	7.52	1.21
NM_001018041	1.27	2.13	1.13	0.66	9.15	8.81	6.21	1.98	6.12	9.75
NM_001004735	3.8	5.73	4.75	2.09	1.64	1.22	0.01	8.03	8.87	7.9
XM_945578	9.27	7.22	1.3	6.59	5.7	9.44	2.9	5.42	5.61	3.25
NM_021983	1.3	5.27	0.87	9.28	0.19	3.59	2.05	7.05	4.02	6.59
NM_001042572	6.26	7.62	7.21	6.93	0.43	4.87	8.56	9.07	6.29	6
NM_178829	2.6	5.96	4.65	6.2	2.6	9.31	2.18	5.59	7.34	7.09
NM_001900	4.06	9.23	0.84	5.34	0.2	1.27	8.9	7.72	6.81	7.28
NM_014071	2.57	1.12	4.8	5.16	8.53	0.38	8.22	8.92	8.01	8.47
NM_004001	3.28	4.16	1.82	3.9	5.98	2.97	3.14	0.81	8.07	5.02
NM_024535	5.04	4.51	5.91	1.19	9.65	5.78	2.48	1.23	7.34	5.78
NM_005777	3.56	3.18	9.88	7.45	6.85	7.45	7.65	0.88	1.66	7.77
NM_079421	5.57	2.54	3.28	3.92	7.04	7.58	9.55	8.61	2.15	6.95
NM_006278	5.86	8.71	8.04	2	2.12	4.07	6.91	7.27	6.78	2.39
NM_001007531	3.8	8.02	7.67	8.57	5.62	1.35	9.64	3.79	2.9	6.25
NM_078476	6.8	0.7	4.77	9.13	1.05	2.88	5.78	2.08	9.88	7.54
NM_152383	9.28	1.97	0.45	3.07	0.1	9.89	4.11	8.48	0.04	1.04
NM_014347	4.47	0.32	8.1	5.47	1.25	0.45	7.91	3.26	5.98	6.32
NM_173092	4.04	4.49	3.58	2.59	9.29	8.29	7.43	3.67	3.14	7.45
NM_021632	9.46	1.25	0.53	9.86	9.88	8.35	7.57	3.95	7.03	1.26
NM_005533	9.98	4.62	9.19	5.36	0.77	6.1	9.87	1.28	1.8	1.08
NM_004107	4.4	6.95	5.48	2.74	8.28	4.62	9.94	6.56	5.67	7.14
XM_929828	3.45	7.48	9.25	1.24	1.53	5.29	1.36	2.25	8.15	7.37
NM_001039697	0.07	7.84	5.55	2.18	3.06	4.13	7.71	8.56	1.53	1.69
NM_152988	9.2	3.06	0.4	0.69	0.64	9.35	9.15	0.8	5.01	8.23
NM_174950	9.89	1.07	4.23	8.22	6.96	8.55	1.68	7.34	5.68	0.33
NM_024640	4.21	1.74	5.8	4.22	2.94	6.29	0.65	3.64	1.62	3.52
NM_003683	9.18	5.41	6.34	1.91	0.2	9.81	6.05	3.75	0.75	3.73
NM_022781	7.26	4.8	4.32	0.32	7.39	5.85	3.03	4.37	4.71	8.63
XM_927284	8.82	2.46	3.16	0.22	1.75	4.86	1.25	0.48	2.2	3.96
NM_080747	8.06	1.69	3.16	0.91	8.49	8.59	2.21	9.46	4.84	6.51
NM_138445	2.69	7.65	9.16	4.02	3.9	4.58	7.06	8.99	2.23	9.84
NM_144504	0.09	4.58	4.29	0.88	0.9	3.68	7.46	2.45	8.32	3.71
NM_144503	1.87	7.42	7.91	3.01	0.14	9.81	2.22	7.49	3.71	4.42
NM_144502	1.96	4.86	0.46	0.62	9.6	4.02	9.95	4.41	7.84	3.09
NM_145037	1.39	9.85	5.15	0.16	1.08	7.27	9.51	9.5	2.34	0.3
NM_001001953	8.13	5.05	5.12	9.93	0.57	4.68	0.78	6.55	9.99	0.41
XM_001129665	4.56	0.83	5.1	6.82	2.2	3.33	2.13	0	5.18	0.17
NM_181621	5.45	9.08	6	5.5	1.29	8.53	8.41	7.22	9.15	7.58
NM_022468	0.69	6.17	9.92	5.09	9.1	5.05	9	5.47	8	8.88
NM_031961	7.84	4.99	6.92	0.71	8.18	6.3	5.27	0.81	3.24	5.19
NM_199232	0.49	3.58	1.91	6.69	0.93	4.31	0.88	8.45	6.49	3.36
NM_007086	4.25	9.35	9.8	2.55	5.94	2.5	6.65	6.36	9.66	6.65
NM_202003	3.41	7.53	0.2	4.64	5.22	3.88	4.82	9.42	5.39	2.15
NM_202002	6.35	2.29	9.96	8.69	3.05	8.38	7.79	5.72	3.27	5.75
NM_003134	8.05	7.37	7.47	1.11	1.56	3.85	6.29	0.15	2.56	2.9
NM_022555	0.21	8.22	4.97	3.77	6.27	6.76	0.61	1.5	5.27	9.68
NM_005971	5.63	4.26	0.4	1.76	3.15	8.27	1.91	4.2	3.31	6.79
NM_000641	2.53	7.69	5.57	6.59	2.81	4.3	4.2	3.4	8.54	9.22
NM_006509	4.25	2.72	8.56	6.36	5.56	5.05	8.04	5.17	8.41	7.13
NM_004899	5.09	5.51	0.93	1.63	3.02	6.62	9.48	8.15	0.33	8.05
NM_001040452	2.51	2.31	4.76	1.94	3.58	0.41	4.06	4.69	0.34	0.3
NM_001040451	8.65	9.67	4.04	9.1	3.84	9.67	7.98	1.74	4.08	4.28
NM_016118	8.54	2.99	0.18	2.87	4.56	1.92	0.84	0.41	8.48	5.42
NM_173575	2.59	0.15	0.32	4.12	6.64	4.53	1.77	3.24	1.87	1.99
NM_001004714	7.85	2.73	4.44	9.78	4.48	9.02	7.12	2.53	9.08	2.5
NM_001661	8.43	4.05	4.41	1.09	1.51	0.47	2.52	7.75	4.16	5.74
NM_182970	6.8	1.89	6.12	8.34	9.57	0.82	2.43	6.89	3.5	5.51
NM_024693	7.03	8.14	0.78	1.69	4.68	8.83	3.18	6.28	9.83	6.23
NM_005592	5.69	8.85	8.73	1.41	8.9	6.32	5.55	2.12	8.87	4.38
NM_004517	5.62	4.34	9.28	8.56	1.32	5.69	3.68	7.37	5.69	9.47
NM_006838	5.1	9.82	3.94	2.6	3.17	7.42	5.39	5.74	4.67	2.74
NM_080430	8.38	6.49	7.89	5.43	2.8	0.9	2.61	1.1	1.09	4.22
NM_006813	5.71	8.93	3.56	9.44	2.22	9.37	1.14	9.82	4.02	3.18
NM_013407	6.96	7.25	1.85	5.61	3.31	7.24	7.61	3.23	8.38	7.16
NM_013406	0.34	1.36	8.35	6.05	2.41	4.92	2.56	5.51	8.93	7.3
NM_199478	7.1	8.78	8.72	9.6	3.3	6.63	0.66	9.32	6.36	3.48
NM_152855	5.09	2.29	6.97	5.54	3.88	1.92	8.39	9.78	8.38	7.57
NM_017890	4.89	2.19	3.45	2.87	4.61	8.25	4.7	5.51	4.1	7.47
NM_002807	2.55	7.85	4.71	5.1	4.59	5.16	9.06	6.54	5.51	1.06
NM_020238	5.78	8.46	6.89	0.64	2.97	6.97	7.4	5.26	6.37	6.45
NM_005477	2.73	7.17	0.37	3.58	2.79	4.55	9.97	6.32	7.34	2.67
NM_005122	3.04	1.44	6.62	1.79	5.52	9.47	9.95	4.99	2	4.42
NM_002124	0.03	7.8	6.69	3.18	8.91	9.47	4.05	1.61	6.03	3.1
NM_198976	6.14	4.7	0.58	8.22	8.01	8.43	4.79	5.75	2.73	4.82
NM_145272	9.39	3.73	6.58	0.48	8.58	7.86	7.74	0.72	5.27	0.17
NM_153207	8.09	5.17	4.16	4.3	0.48	3.32	0.34	1.76	8.59	6
XM_940941	6.35	2.92	5.55	1.99	4.28	5.19	5.4	7.25	8	4.5
NM_025104	5.02	7.99	6.98	2.24	1.72	6.13	9.64	4.92	8.57	6.96
NM_002021	0.61	2.86	9.73	0.88	3.29	7.63	4.53	5.16	7.13	5.22
NM_001076552	0.6	5.64	4.11	8.35	9.83	0.24	3.44	2.42	6.41	1.64
XM_822565	0.1	3.5	7.91	3.87	4.75	2.75	9.12	3.07	8.91	5.01
NM_002123	3.13	5.17	4.5	2.82	6.86	8.03	8.6	9.84	7.48	5.52
NM_178547	9.25	5.31	8.14	7.44	3.67	9.91	1.42	4.16	0.49	5.91
NM_005688	8.64	6.49	8.09	6.74	9.3	4.67	9.96	3.48	7.38	0.43
NM_001040428	5.71	5.32	4.81	6.95	3.5	2.56	0.37	3.09	9.35	7.52
NM_022664	7.09	8.03	2.59	7.23	8.14	8.93	8.54	6.69	9.57	8.41
NM_001035230	7.06	0.54	2.51	7.82	0.81	5.14	2.48	1.23	1.54	6.17
NM_152792	2.51	7.2	0.93	5.29	3.07	3.39	2.79	9.97	2.85	3.02
XM_798723	4.13	6.17	3.36	8.92	2.82	7.76	1.72	2.97	9.4	4.64
NM_001004707	2.75	9.39	1.24	9.23	9.71	1.46	8.04	3.34	0.41	0.55
NM_002354	8.12	1.55	0.2	3.85	4.4	9.08	6.47	7.34	8.54	2.49
NM_018920	9.22	5.99	7.3	1.52	6	5.19	7.11	8.71	4.08	7.39
NM_207507	1.13	5.88	9.13	4.66	2.52	2.36	0.65	4.45	1.5	4.76
NM_175876	3.83	0.47	3.77	3.29	6.62	8.44	7.62	7.16	2.56	5.67
NM_004641	6.19	3.24	9.16	7.13	9.31	2.43	4.71	1.94	2.46	4.54
XM_001134403	1.47	7.24	7.48	0.71	4.92	7.28	3.21	9.96	0.43	2.07
NM_014589	0.93	9.25	2.48	2.89	9.92	5.07	8.27	6.48	8.92	9.16
NM_005443	1.27	5.53	6.13	2.67	3.18	4.34	3.1	1.72	0.83	2.11
NM_001005862	6.36	9.42	0.93	3.58	9.53	5.53	7.91	5.48	4.53	9.54
NM_145762	3.48	7.1	7.19	8	4.51	0.24	7.33	3.02	4.43	0.22
NM_014393	7.05	3.99	3.02	3.31	6.15	1.31	0.5	6.97	7.21	8.56
NM_145257	9.09	6.59	1.3	7.16	2.32	0.07	7.88	1.8	1.88	2.21
NM_014784	6.52	8.54	3.82	9.78	0.03	9.71	7.28	8.01	6.43	4.65
NM_002899	7.09	1.8	9.71	6.49	5.07	0.78	4.55	8.58	3.24	1.66
NM_024813	5.23	1.29	1.88	5.38	0.32	8.5	2.68	7.55	4.61	7.02
NM_138465	5.9	2.27	0.4	0.26	8.61	7.57	5.02	8.73	1.7	4.82
NM_177538	5.18	6.97	3.87	0.79	5.54	4.11	4.88	0.34	1.84	7.65
NM_199246	1.57	4.22	7.43	7.37	4.6	3.69	8.08	4.8	2.61	1.52
NM_012296	0.92	0.27	7.38	2.5	0.33	3.7	4.66	3.65	0.27	1.78
NM_021201	5.79	9.83	3.6	1.67	8.83	1.73	9.41	5.5	8.97	2.87
NM_018407	2.17	9.86	1.54	5.72	4.43	3.93	1.52	7.22	9.02	3.16
NM_017495	1.02	3.77	5.29	6.37	5.08	6.45	3.78	6.72	9.18	6.79
XM_001134464	8.92	5	8.1	4.49	5.69	9.77	8.01	5.34	6.45	8.4
NM_000434	1.42	5.16	9.68	3.16	8.1	3.84	2.94	1.38	9.51	9.07
NM_022089	9.66	0.25	3.38	3.1	4.38	1.12	3.75	0.19	6.56	7.22
NM_133476	4.63	0.31	2.91	1.44	9.19	2.33	8.38	8.43	5.8	5.91
NM_001243	8.51	3.2	2.26	0.39	6.24	2.77	1.48	8.06	9.08	7.48
NM_001008894	6.73	0.79	5.89	0.93	5.2	6.26	6.23	1.42	8.11	3.39
NM_001008892	7.14	7.52	3.84	6.73	2.26	5.72	1.17	8.4	8.65	8.93
NM_001616	2.64	9.37	5.63	9.31	9.06	0.53	3.19	1.03	8.49	2.13
NM_001008860	9.48	0.18	7.13	0.16	4.91	7.72	4.27	4.76	8.51	3.94
XM_001128725	5.26	9.06	4.04	0.58	6.66	4.8	7.64	5.73	7.19	1.43
XM_001132724	1.86	5.36	2.93	0.82	5.06	5.72	0.3	9.74	2.56	9.51
NM_001010895	0.61	6.06	6.26	4.83	7.43	0.08	4.92	9.21	0.02	8.71
NM_020871	9.09	9.54	7.81	3.87	3.28	3.24	5.26	2.89	9.75	7.1
XM_001134075	8.05	8.6	2.09	7.95	4.37	8.15	5.01	1.68	5.02	4.05
NM_181442	2.08	3.3	3.74	5.54	2.35	7.35	8.13	9.17	0.45	0.78
NM_017722	0.02	8.79	0.29	6.77	3.19	8.31	3.53	9.37	8.67	6.26
NM_203453	9.32	4.13	8.22	0.62	7.55	2.49	8.12	3.4	5.86	6.17
NM_000933	8.44	2.72	4.66	9.12	1.88	2.88	6.04	4.65	4.98	0.31
NM_001767	3.5	5.89	7.48	4.76	7.7	8.55	0.87	2.39	3.11	6.48
NM_001037525	6.37	8.12	1.24	3.93	3.7	3.8	8.62	0.37	3.07	4.73
NM_002902	7.52	9.31	5.97	6.28	4.19	2.95	3.92	6.44	6.86	2.52
NM_000291	0.02	4.44	1.3	4.55	7.74	8.26	8.15	0.4	9.54	1.13
NM_181688	3.46	9.92	0.94	0.42	8.77	4.58	3.16	8.96	6.31	6.38
NM_001105562	2.75	0.61	7.84	1.66	4.52	1.45	6.6	3.99	1.47	9.54
NM_144612	5.92	6.71	1.69	4.8	6.35	5.82	3.16	9.13	1.24	5.95
NM_022150	8.64	6.89	4.81	1.21	4.31	8.68	8.05	9.3	8.14	4.03
XM_001133009	4.32	4.82	5.27	9.04	9.12	5.14	4.68	8.79	4.08	1.07
NM_173632	6.84	6.98	9.07	7.31	6.68	9.52	7.82	2.78	1.51	7.73
NM_004368	4.43	6.71	8.41	2.88	3.13	0.42	7.46	4.8	7.11	6.91
NM_153377	6.49	4.68	6.81	4.76	3.55	9.07	6.2	6.01	3.1	4.23
XM_001128468	7.87	0.74	4.35	3.67	1.76	5.97	1.61	9.5	0.69	4.52
NM_058219	3.34	1.71	6.51	7.37	8.82	0.18	5.47	0.14	3.56	5.3
NM_153232	7.91	9.84	6.49	7.92	1.64	2.92	9.14	7.38	2.62	3.3
NM_024701	7.53	1	7.73	6.78	6.14	7.08	5.35	9.69	7.26	1.74
NM_207521	7.97	2.02	9.42	8.82	8.01	2.51	3.85	8.56	9.36	1.22
NM_207520	6.42	3.04	8.75	8.31	7.88	5.69	0.61	5.44	1.7	0.78
NM_005046	4.26	1.79	3.62	7.71	1.34	3.34	1.58	1.11	5.36	5.13
NM_017736	5.11	9.54	3.26	5.55	0.28	8.23	5.02	6.96	8.01	0.15
NM_001100874	9.06	2.4	4.38	7.61	6.95	6.22	3.81	6.48	0.19	2.91
NM_007017	3.74	1.97	0.75	7.87	6.25	1.06	5.85	5.87	3.88	9.08
NM_178234	0.37	8.6	7.3	6.13	6.94	3.03	2.66	2.7	5.2	1.58
NM_177423	0.92	7.76	7.31	8.44	2.01	1.94	4.1	6.22	2.75	2.42
NM_001216	4.35	8.03	7.01	2.69	3.67	1.14	0.77	5.08	3.89	7.79
NM_014482	9.46	8.14	5.1	10	0.22	6.27	7.93	5.59	4.95	8.68
XM_942816	8.96	6.36	9.4	6.39	6.37	0.08	9.12	7.9	7.77	6.47
NM_016631	6.43	1.32	0.74	8.23	6.02	8.5	8.9	4.25	4.34	8.56
NM_001098577	9.48	6.93	5.39	6.77	3.41	4.58	1.46	4.95	3.62	4.93
NM_014174	8.28	0.49	7.62	7.01	3.92	2.57	7.23	1.29	3.63	2.64
NM_015392	4.87	4.04	5.41	7.36	7.9	1.38	4.95	8.9	9.32	8.88
NM_138570	2.98	2.83	2.86	1.53	1.11	3.13	2.33	7.34	6.73	1.42
NM_052858	4.66	8.62	8.85	0.94	7.62	6.37	5.85	1.67	6.69	7.37
NM_001125	2.39	3.36	1.37	3.64	2.09	4.33	8.87	5.34	6.17	1.4
NM_002138	3	7.27	4.16	6.08	8.85	1.38	0.48	7.74	6.27	2.54
NM_001042397	8.12	8.54	9.8	1.37	6.39	0.95	9.01	0.62	3	3.75
NM_001042396	5.14	3.96	9.22	5.3	6.61	5.78	5.47	9.33	7.64	0.94
NM_001042395	8.92	3.98	5.85	0.88	5.2	7.21	3.64	6.88	7.51	8.49
NM_001042394	6.76	5.42	4.61	2.58	0.69	9.63	7.06	9.92	1.14	7.78
NM_001042393	9.46	8.79	4.49	4.34	5.72	0.93	0.15	8.12	1.72	2.01
NM_001042392	5.77	0.95	4.92	8.19	1.88	6.72	1.47	9.66	9.02	6.22
NM_001042391	1.19	2.13	3.02	5.46	3.83	0.05	4.52	4.72	8.26	4.69
NM_001042390	5.96	3.47	1.3	9.1	9.27	0	6.35	4.13	4.82	6.24
NM_001042389	3.64	1.7	9.27	1.86	3.63	2.69	3.07	9.16	9.72	0.74
NM_001042387	4.53	3.84	9.53	2.83	2.65	0.23	9.99	4.85	1.82	9.99
NM_001042365	3.87	3.31	7.79	7.01	0.91	2.92	5.48	1.51	7.44	9.53
NM_001042364	1.17	2.7	7.01	8.64	9.77	9.78	8.43	8.85	6.97	2.48
NM_001042363	2.5	5.87	8.95	1.65	0.66	2.75	3.84	3.42	1.19	1.21
NM_001042362	0.29	6.34	6.55	5.32	8.8	8.61	6.1	6.95	9.14	0.31
NM_001042361	5.42	4.49	0.63	6.35	1.11	3.12	0.01	9.96	2.34	7.61
NM_001042360	7.61	5.4	2.2	7.19	0.94	0.98	8.86	0.38	9.2	1.36
NM_001042359	9.35	8.75	0.93	2.94	5.74	4.82	9.9	3.43	9.32	3.22
NM_001042358	9.16	6.46	1.38	4.22	7.35	4.18	5.87	5.83	6.22	6.69
NM_001042357	7.97	4.01	9.5	3.32	7.88	4.01	1.52	3.07	4.4	2.94
NM_153048	0.27	6.51	8.24	1.37	7.75	6.76	4.01	9.65	2.07	5.64
NM_153047	3.51	4.49	8.39	6.91	1.03	5.33	6.64	0.9	0.11	4.48
NM_005721	7.43	2.15	4.6	3.32	8.1	0.28	9.45	8.66	9.35	1.62
NM_005642	9.23	2.87	7.64	7.76	4.13	6.85	3.12	7.54	9.84	2.11
NM_199190	9.94	5.81	9.13	5.15	7.05	3.82	5.54	5.15	4.45	3.04
NM_014246	6.92	9.08	9.99	0.09	1.51	4.86	0.91	3.61	2.97	6.55
NM_199188	7.52	3.37	5.26	4.78	8.05	9.42	0.36	8.84	3.47	4.75
NM_003816	4.81	9.86	4.54	2.5	4.94	5.2	0.49	4.05	3.77	1.92
NM_145861	9.9	1.91	2.85	1.62	2.62	7.99	3.24	0.95	9.7	7.97
NM_000734	2.17	1.98	4.11	5.72	5.67	5.78	6.21	0.51	0.17	2.12
XM_936300	7.2	3.21	5.92	6.14	7.04	9.53	9.36	9.39	9.94	3.31
NM_004437	2.9	9.18	7.01	7.7	1.47	9.37	3.72	8.7	5.97	0.51
NM_001029840	0.29	0.52	3.91	7.09	2.06	6.73	5.22	1.13	3.17	5.86
NM_002710	2.34	7.18	5.13	1.45	3.64	5.31	4.83	8.72	7.58	4.26
NM_001029839	1.83	3.16	2.86	8.58	6.67	6.58	7.36	5.58	3.48	9
NM_182644	7.05	5.94	8.52	9.67	2.75	6.36	2.28	1.05	4.32	3.65
NM_198581	1.81	5.97	9.63	5.79	9.37	6.24	4.99	6.84	9.3	6.27
NM_000579	7.59	4.11	7.78	6.76	8.54	3.3	8.82	5.24	2.5	5.22
NM_004033	8.24	8.08	1.54	5.12	6.58	6.41	6.8	5.76	2.57	8.34
NM_014555	7.77	9.43	0.93	4.88	8.64	6.25	1.33	0.97	4.12	2.5
NM_004394	1.23	5.81	7.05	8.62	2.17	5.99	1.9	4.39	2.22	5.96
NM_145200	2.77	1.92	1.07	7.96	9.23	6.64	6.8	0.61	4.4	8.33
NM_004165	1.64	2.74	8.72	1.9	9.55	9.17	6.82	2.47	1.55	2.03
NM_030645	2.4	8.51	4.05	7.27	1.95	5.77	0.32	3.24	9.19	8.43
NM_003377	5.27	7.78	0.02	9.6	9.89	9.39	0.64	4.03	5.58	9.54
NM_016938	1.93	9.08	5.27	7.22	8.35	7.77	2.91	9.43	0.69	2.34
NM_001040200	7.82	2.99	4.68	3.61	3.06	8.89	0.34	3.19	1.53	6.05
NM_001031741	2.87	3.19	2.22	6.8	0.84	0.37	9.5	4.41	4.78	0.91
NM_001013840	1.27	7.83	6.19	0.16	4.09	2.6	2.82	2.86	0.01	5.56
NM_005935	6.98	9.45	6.06	7.83	0.41	3.07	6.2	9.02	7.74	2.74
NM_005933	0.85	7.2	1.72	0.12	8.72	4.38	1.02	7.48	9.18	3.85
NM_015556	1.54	4.34	4.43	1.53	1.85	9.36	6.82	2.5	2.08	1.2
NM_152734	0.49	3.94	4.45	4.75	1.43	8.39	2.84	9.92	7.85	7.21
NM_022840	8.28	9.35	6.32	3.44	6.81	4.65	0.47	6.14	8.53	5.46
NM_003154	0.77	7.21	2.08	9.3	5.97	6.2	9.95	0.05	1.93	3.31
NM_172365	0.44	9.75	3.58	9.89	8.48	2.22	8.38	5.08	2.3	0.25
XM_375081	5.19	8.43	6.31	3.53	8.32	9.51	1.38	9.75	1.51	2.01
NM_001085377	8.29	0.58	7.33	4.07	4.02	5.62	0.31	8.89	5.4	8.06
NM_183352	5.25	9.6	8.13	2.4	3.42	7.42	8.88	9.13	6.07	2.17
NM_015911	5.09	0.35	9.16	5.15	0.94	7.5	4.62	0.7	1.21	9.98
NM_006410	0.46	2.56	1.45	9.79	9.69	1.4	6.52	9.39	5.57	0.17
NM_002088	2.45	2.82	4.04	8.54	0.46	6.95	8.24	8.52	6	5.48
NM_032680	8	9.52	6.17	2.84	2.41	6.87	8.34	9.4	7.18	0.49
XM_371079	0.76	3.08	5.36	6.88	1.75	8.13	1.74	0.52	8.74	6.04
NM_022755	4.79	9.99	9.18	9.99	4.1	2.26	3.07	7.24	3.58	9.74
NM_207312	9.82	2.68	9.03	1.42	9.07	3.44	5.7	4.98	0.66	9.49
NM_138822	7.81	9.02	3.87	6.55	4.5	4.49	4.03	1.57	3.06	9.68
NM_138821	6.6	5.96	8.8	5.78	3.47	8.51	8.06	4.08	2.88	6.01
NM_014421	7.42	6.79	6.81	8.19	7.62	6.74	4.52	0.21	3.16	4.71
NM_001040199	6.04	7.1	5.41	1.67	1.08	0.89	0.83	7.33	5.63	8.02
NM_001040184	4.37	5.39	9.73	0.66	2.11	4.75	9.39	5.04	7	8.51
NM_001040183	8.65	2.6	3.86	6.81	9.79	2.74	6.42	4.6	5.38	0.67
NM_001040182	8.81	9.02	6.48	9.63	0.31	7.53	7.63	7.95	0.03	6.35
NM_001040181	6.01	8.13	8.45	2.56	1.66	3.92	6.21	7.52	8.55	0.54
NM_134442	1.04	1.1	7.91	4.08	1.74	8.5	6.74	7.84	4.57	9.1
NM_020166	4.07	6.8	6.5	9.23	0.2	6.92	8.26	1.98	5.61	5.89
NM_004367	7.93	7.21	3.72	9.78	0.01	1.69	9.12	6.95	9.24	2.88
NM_006113	8.86	4.1	2.6	7.69	4.79	7.39	7.08	1.03	6.09	5.15
NM_173629	6.95	9.99	8.73	6.03	1.04	7.29	7.76	6.38	0.39	6.8
XM_371801	9.2	5.04	9.92	9.94	4.11	4.29	1.94	9.8	9.25	8.45
NM_001080527	5.84	3.55	8.66	5.52	5.2	0.46	3.28	0.05	3.84	7.88
XM_001133542	7.79	7.19	0.45	6.15	9.75	1.66	8.78	3.86	9.57	0.65
NM_004429	0.74	9.38	4.35	1.47	5.95	3.65	8.77	2.3	1.33	9.65
NM_020705	6.34	7.49	3.11	0.27	6.64	8.85	6.12	9.98	1.69	5.1
XM_001125687	6.07	6.54	6.78	9.59	6.57	6.32	9.25	10	8.11	6.11
NM_030626	1.52	6.59	6.42	0.76	1.92	9.85	8.72	2.35	3.26	2.95
NM_024041	6.77	7.23	6.69	0.16	5.12	1.07	4.5	5.05	3.99	5.35
NM_014927	1.26	4.97	3.08	3.12	4.89	5.83	0.63	9.74	9.61	8.12
NM_000050	9.8	7.16	3.76	4.84	5.94	5.47	9.03	1.24	8.66	1.01
NM_178126	2.02	6.84	4.82	2.56	8.54	8.49	3.38	4.18	0.05	7.52
NM_001426	6.36	5.31	2.24	8.27	5.82	3.33	5.26	0.45	0.82	8.1
NM_000891	0.27	9.72	5.21	4.63	5.63	6.87	5.54	0.63	4.23	1.19
NM_031962	4.48	9.65	8.86	1.1	8.99	5.44	1.62	2.7	6.06	3
NM_182533	4.35	4.84	8.41	1.11	8.23	0.19	3.6	9.85	7.99	8.59
NM_146421	1.02	2.8	0.56	1.51	7.38	5	7.29	1.15	2.97	7.22
NM_003382	9.27	9.65	8.03	1.09	3.1	7.7	4.69	9.94	9.64	2.74
NM_138766	4.17	7.52	7.45	2.54	7.31	3.64	9.3	4.82	8.65	8.08
NM_030793	8.83	1.82	4.43	8.06	1.88	9.48	1.32	2.72	6.02	6.91
NM_152320	5.87	5.61	6.84	6.87	6.57	6.2	2.75	4.01	2.52	8.75
NM_006236	1.59	4.31	4.25	0.72	4.92	0.38	3.82	5.03	1.81	2.79
XM_940253	4.87	8.92	9.85	9.73	2.96	0.38	2.15	0.05	1.65	4.93
NM_053283	0.24	1	6.57	7.54	8.68	0.96	2.14	9.06	9.52	7.26
NM_021968	0.24	6.91	8.11	7.53	4.71	3.12	0.24	9.63	7.18	3.46
