RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_020912	6.42	7.15	4.74	8.78	0.36	0.57	0	5.66	4.72	7.99
NM_020730	5.02	9.54	2.76	5.3	3.7	5.64	0.59	0.82	1.73	6.57
NM_000494	2.99	1.5	0.67	2.18	3.6	7.47	9	7.21	6.04	9.64
NM_001789	2.34	4.32	5.74	0.43	0.28	1.15	4.72	5.95	1.56	1.33
NM_000871	8.31	1.91	1.05	0.88	5.69	3.76	0.59	2.49	4.27	8.97
NM_145792	1.02	2.87	7	7.28	1.15	2.56	5.01	3.7	8.09	1.56
NM_145791	4.35	4.05	2.26	6.69	1.49	8.73	9.04	3.16	8.4	4.38
NM_005491	5.5	0.16	7.73	9.15	9.56	8.87	2.29	7.79	0.26	8.16
XM_938245	7.47	3.99	5.27	0.17	7.06	4.07	7.08	0.11	0.25	7.64
NM_145764	0.42	6.53	1.36	1.33	0.64	8.56	7.41	9.88	3.52	4.47
NM_001005189	0.77	8.86	0.65	5.25	9.7	3.38	2.28	6.5	0.76	7.16
XM_378848	4.27	2.1	3.62	6.75	8.15	6.81	1.43	7.08	9.01	5.27
NM_213656	3.44	1.95	6.69	4.3	6.85	3.3	3.29	6.59	7.89	1.11
NM_001012277	7.7	8.91	1.05	5.44	9.76	7.07	0.46	6.53	7.67	6.91
NM_044472	0.22	1.89	0.44	5.67	6.25	2.66	4.21	0.69	5.32	3.14
NM_005440	1.4	5.45	2.74	8.23	0.77	4.09	7.9	8.79	5.48	9.48
NM_152404	3.31	6.52	9.64	5.93	4.45	8.45	7.43	3.35	9.43	0.11
NM_003855	1.54	9.33	0.53	5.03	3.38	7.57	3.56	2.23	2.76	0.99
NM_004927	7.71	3.34	7.04	2.42	3.81	4.94	5.67	7	5.79	7.3
NM_174923	2.43	9.33	8.81	1.9	6.37	0.23	2.47	9.41	9.2	2.11
NM_000497	6.09	9.26	4.42	9.8	7.11	4.9	9.62	1.06	9.27	8.92
NM_015346	1.68	5.96	1.2	6.23	9.09	3.68	8.9	1.02	3.88	5.79
NM_001002254	2.65	7.21	5.41	7	1.97	4.7	6.73	6.26	2.24	0.91
NM_002431	5.53	2.64	3.55	4.37	2.12	7.05	0.28	8.02	1.99	3.44
NM_001035235	3.35	3.98	7.11	2.3	7.35	0.42	1.25	1.06	4.28	2.05
NM_004689	9.25	3.21	8.87	2	1.69	6.91	5.41	3.93	5.11	8.52
NM_003745	8	4.94	9.04	0.42	9.35	5.62	8.49	5.47	0.32	8.14
NM_005605	3.14	3.71	1.06	1.5	0.28	4.97	7.38	1.3	0.75	1.17
NM_021027	4.93	5.26	9.33	7.01	3.46	9.48	1.48	1.32	2.19	4.96
NM_001002921	2.74	9.73	4.39	0.2	0.38	6.88	0.05	7.24	1.57	4.28
NM_018365	8.7	3.01	8.69	3.36	8.62	4.92	5.64	9.22	3.21	9.43
NM_030650	1.35	2.41	4.07	5.79	3.82	0.05	1.48	6.98	6.91	2.95
NM_024527	7.76	9.27	7.15	5.51	4.08	2.51	0.64	8.06	3.3	0.85
NM_001040276	1.69	4.51	9.37	5.54	2.22	2.39	4.64	6.43	9.25	9.07
NM_001040275	3.69	6.73	9.81	6.23	4.1	1.2	6.21	2.93	8.47	4.29
NM_101359	6.06	1.18	8.2	6.38	9.77	6.28	1.22	0.55	7.57	9.82
NM_014740	2.7	7.38	6.37	2.82	3.37	4.94	9.65	0.13	7.35	0.63
NM_194327	8.04	0.78	2.07	2.92	5.59	9.93	5.24	6.09	6.87	8.67
NM_152339	1.56	1.34	5.93	5.53	9.34	5.15	3.51	8.34	7.83	7.98
NM_000262	0.17	1.37	1.64	2.99	0.43	9.01	6.73	0.24	7.6	8.27
NM_030918	8.46	7.31	3.43	4.24	6.24	8.49	2.65	5.97	0.39	3.14
NM_019013	2.33	0.21	6.58	0.79	9.04	8.52	5.79	4.84	8.59	5.14
XM_293123	4.44	3.47	5.26	9.75	8.58	5.82	8.16	7.32	6.6	3.54
NM_001085452	1.9	9.26	0.12	8.54	3.09	1.79	5.93	2.56	8.28	4.25
NM_001017370	0.03	9.12	7.63	6.23	8.8	5.59	6.25	1.37	6.26	2.05
NM_005392	4.66	5.36	5.7	5.42	4.83	8.48	2.37	8.01	1.92	6.69
NM_178491	3.3	4.72	2.86	6.78	3.87	5.88	3.84	1.35	3.76	3.73
NM_001451	3.34	5.64	7.26	2.16	3.25	4.04	3.67	4.73	5.68	2.16
NM_170665	6.2	4.69	6.23	0.45	8.21	6.05	5.93	0.24	4.68	7.67
NM_001114	1	8.05	9.9	9.2	7.67	0.82	9.51	8.35	9.55	1.03
NM_006923	5.78	4.97	6.07	4.06	9.62	4.27	6.14	4.14	4.88	4.27
NM_144729	2.29	3.95	0.65	0.25	5.31	0.95	5.55	1.31	3.95	6.59
NM_000450	2.69	4.02	1.1	5.43	6.76	4.5	8.41	9.37	3.43	6.83
NM_144728	8.43	2.18	1.49	1.06	1.59	8.96	2.87	0.4	7.12	5.18
NM_181615	7.82	6.58	4.2	4.62	7.43	8	5.84	9.33	5.94	0.03
NM_006657	6.04	8	8.21	7.73	4.11	4.92	9.66	0.43	7.71	8.87
NM_003696	7.68	5.39	0.36	3.06	3.28	5.87	8.28	4.33	2.23	3.7
NM_018961	5.81	1.53	3.24	5.04	6.78	3.61	4.33	4.79	6.26	8.17
NM_002124	9.17	1.71	9.27	9.23	4.39	9.89	7.05	1.73	8.46	0.04
NM_181717	2.6	0.65	9.69	0.07	6.74	5.36	9.76	5.66	4.42	8.66
NM_020822	8.55	1.26	7.63	5.25	7.17	0.49	4.38	2.03	7.83	2.45
NM_001040261	7.87	4.72	7.96	2.59	3.01	4.81	2.69	0.95	1.67	9.47
NM_001040260	3.95	3.06	3.76	5.86	0.56	5.41	1.24	2.64	1.33	1.62
NM_000493	6.31	0.52	4.78	0.76	1.25	3	5.01	0.09	1.13	3.3
NM_145208	9.55	9.22	7.33	8.13	5.23	7.19	7.33	7.38	0.92	8.54
NM_024045	7.65	9.8	3.58	2.09	4.66	6.61	7.45	5.56	9.8	5.9
NM_021991	2.37	1.7	2.98	7.14	1.02	9.28	6.24	0.64	8.69	3.11
NM_003576	2.26	6.6	3.7	0.95	8.6	2.14	6.98	7.51	8.27	9.17
NM_001102603	5.69	0.58	5.64	5	0.26	6.54	2.69	1.65	6.67	4.57
NM_000934	3.93	3.04	8.91	2.68	0.36	4.42	9.75	8.98	6.52	1.09
NM_152493	2.43	7.97	5.33	3.95	9.03	1.15	3.7	7.75	5.86	7.44
NM_000260	4.15	7.88	9.07	9.25	6.49	5.03	5.34	7.62	7.06	7.71
NM_005925	6.26	3.25	5.49	3.47	9.4	2.95	5.53	3.82	5.1	6.23
NM_006147	6.87	1.44	0.59	3.69	7.61	6.97	1.86	5.07	2.47	0.98
NM_001039709	6.05	7.15	9.2	7.79	9.59	6.82	1.27	0.17	5.33	1.96
NM_003218	6.3	2.36	3.12	9.69	8.2	8.54	1.78	5.2	1.36	8.28
NM_015385	1.53	6.8	6.29	9.11	2.43	5.44	4.24	3.08	4.39	7.67
XM_001133177	9.35	1.86	2.05	4.57	3.45	2.7	5.11	1.52	9.09	5.69
XM_001129442	9.64	8	0.38	1.85	1.45	2.58	5.45	9.92	7.04	0.43
NM_021063	7.72	1.49	2.52	9.56	0.64	1.49	0.17	3.32	9.08	5.34
NM_021059	0.36	9.91	1.96	3.77	1.12	3.52	4.62	9.87	8.65	6.72
NM_033061	5.42	2.97	6.46	5.91	1.07	6.84	1.59	4.06	1.93	4.7
NM_001552	0.01	5.44	3.17	9.8	5.96	2.44	5.72	4.63	3.02	1.93
NM_001110792	3.04	3.93	3.06	9.2	7.88	8.02	3.03	9.24	2.07	3.55
NM_145867	3.84	5.14	7.95	6.97	2.66	5.81	4.46	4.46	9.05	9.88
NM_198531	7.82	2.02	7.37	4.42	3.39	0.44	1.56	3.96	8.97	1.96
NM_004827	9.08	1.93	1.27	6.92	1.99	2.94	2.69	9.67	9.78	2.42
NM_002983	1.52	0.53	8.31	0.03	5.94	1.68	2.74	8.79	1.28	3.59
NM_000868	3.64	3.55	0.61	9.47	0.17	4.05	5.89	8.75	5.23	0.13
NM_182833	8.25	3.64	0.53	6.15	6.37	2.83	9.74	1.4	8.24	2.46
NM_198196	4.12	1.18	8	0.1	2.69	7.04	2.51	4.45	5.7	2.25
NM_001013407	2.19	4.81	8.25	4.72	7.34	4.54	0.27	0.78	3.06	2.59
NM_007144	6.11	8.35	8.49	8.74	9.38	7.64	2.43	2.35	9.91	1.93
NM_003370	8.08	4.24	1.77	5.96	3.25	2.45	3.75	7.08	7.03	3.86
NM_017435	8.49	5.33	3.03	5.48	8.59	7.54	5.28	0.86	4.19	5.88
NM_173663	5.67	7.58	5.82	6.87	4.61	4.83	9.76	9.73	0.83	0.47
NM_018042	5.73	4.04	5.34	8.05	7.91	9.06	1.2	2.64	6.83	9.77
NM_006082	0.86	7.03	6.01	2.62	9.61	6.82	1.52	1.5	2.88	9
NM_012168	7.92	4.18	9.52	7.83	3.21	6.97	6.73	7.24	9.1	9.64
NM_017433	1.42	4.62	0.99	3.05	8.17	5.6	3.89	4.29	3.5	4.34
NM_145869	4.79	0.08	4.92	5.3	9.97	1.24	1.27	0.48	9.39	0.09
NM_145868	0.36	2.15	4.85	1.77	2.24	8.12	0.44	4.99	4.96	7.08
NM_153379	5.57	2.5	0.06	2.3	4.66	0.63	9.23	1.91	0.56	2.05
NM_001012664	1.05	3.32	0.42	8.76	9.38	4.19	6.8	4.3	4.5	6.32
NM_001012663	7.23	3.59	5.44	5.47	9.84	5.08	2.3	0.06	7.43	8.06
NM_001012662	1.62	9.65	9.25	0.09	4.25	7.45	0.5	2.09	5.89	4.01
NM_000022	7.35	5.69	3.53	8.45	7.57	2.73	8.58	9.5	5.86	4.59
NM_001012661	8.75	0.39	1.73	4.58	2.28	0.53	6.54	3.15	1.83	5.73
NM_198244	0.97	1.51	1.31	4.65	7.7	0.15	5.61	3.61	4.98	9.7
NM_198242	6.99	3.69	3.92	0.3	9.02	5.31	4.03	9.43	2.9	5.03
NM_198241	6.47	1.88	4.25	4.13	2.92	2.02	6.71	6.47	0.9	1.08
XM_375065	1.33	1.42	3.26	8.42	8.82	3.67	0.23	3.49	3.63	6.42
XM_001127292	2.4	6.65	0.37	6.21	0.09	2.16	5.62	3.49	4.83	9.73
NM_130809	6.48	7.32	7.42	3.94	8.87	4.46	2.43	1.1	3.93	3.01
NM_004663	4.37	5.35	6.32	7.61	6.7	1.69	3.26	2.73	5.7	9.96
NM_019860	6.25	1.8	8.32	3.18	2.75	7.96	0.08	7.95	3.87	9.61
NM_024626	4.3	9.35	4.79	8.36	2.26	4.9	4	5.06	2.89	4.97
NM_003399	3.45	7.28	7.58	4.54	8.69	4.64	5.95	2.4	5.48	2.39
NM_019859	7.77	2.33	6.63	3.22	8.7	9.65	2.82	6.74	5.15	3.2
NM_001024662	7.94	2.9	5.41	7.83	2.44	8.95	9.89	3.81	8.12	5.11
NM_145231	1.69	0.92	8.12	0.69	5.07	7.47	5.69	3.8	3.72	4.85
NM_152232	1.89	3.51	4.63	3.32	1.38	6.69	5.33	1.18	0.86	5.45
NM_006906	0.13	7.71	3.65	2.55	9.78	3.49	0.15	4.58	1.19	7.69
NM_005003	7.81	9.27	6.61	9.43	4.45	5.11	8.12	6.15	3.63	6.78
NM_152395	9.97	7.75	6.4	9.28	4.63	9.14	9.08	8.27	7.89	9.31
XM_001133853	8.62	3.04	6.68	8.03	8.36	1.03	5.43	5.45	5.37	3.58
XM_001133851	3.48	6.85	2.43	6.3	9.06	9.94	7.87	5.88	4.46	7.25
NM_144650	5.7	1.79	1.74	7.32	2.54	8.19	0.28	0.91	4.73	9.08
XM_001133846	9.48	0.07	2.69	0.65	7.98	7.85	6.95	6.95	8.25	2.57
NM_138389	1.4	1.02	1.95	4.13	2.27	6.91	4.6	3.12	3.56	6.89
NM_001457	7.12	6.41	2.73	0.37	0.71	3.79	4.17	5.21	8.23	3.42
NM_199416	4.27	0.14	7.61	5.94	7.95	9.09	8.22	7.43	7.64	2.66
NM_001001968	1.76	3.17	6.81	5.9	4.5	5.03	5.04	8.11	8.52	3.96
XM_941807	2.69	8.91	2.78	2.67	5.37	4.41	3.39	7.12	8.78	5.47
NM_172200	5.32	3.47	8.03	4.7	7.32	3.28	5.02	1.73	2.14	8.98
NM_138632	8.98	6.76	2.25	1.37	4.35	0.11	7.34	8.17	5.95	2.03
NM_020708	4.31	8.55	2.04	2.76	9.62	1.86	3.89	9.21	4.67	9.48
NM_001105214	2.67	9.16	1.56	3.16	4.9	6.02	3.6	1.23	8	3.57
NM_017625	7.73	7.15	3.98	5.95	6.62	0.63	3.88	1.32	7.78	7.76
NM_005652	5.29	0.06	3.34	7.41	7.32	2	9.5	2.82	9.66	9.17
NM_020154	9.66	2.84	5.48	3.46	3.92	1.33	7.62	0.66	0.9	8.6
NM_003406	4.2	9.04	8.23	0.08	9.54	2.65	0.59	7.79	8.68	8.84
NM_033419	6.62	1.48	6.61	5.83	6.14	5.67	9.72	6.3	3.29	5.59
NM_006788	2.06	9.5	5.86	9.67	4.01	3.48	3.24	4.15	5.72	8.33
NM_002970	0.68	6.36	5.65	4.02	8.41	7.11	3.02	8.89	2.61	1.85
NM_012232	0.99	6.84	2.92	3.44	2.85	7.37	2.98	9.03	8.99	5.56
NM_033637	8.31	1.29	4.18	2.85	6.76	1.45	3.32	2.09	9.6	7.94
NM_017547	4.99	5.71	0.45	2.38	0.68	2.01	7.01	3.94	5.5	6.82
NM_001042370	4.44	4.12	0.51	7.98	1.54	2.01	8.93	1.43	4.47	7.94
NM_198844	6.08	3.62	0.8	6.06	5.46	1.09	6.14	8.83	4.75	1.14
NM_001042369	2.93	8.61	5.85	0.22	3.11	0.96	6.9	7.75	3.62	1.93
NM_001030315	6.13	5.04	8.63	8.67	6.6	9.48	4.62	5.24	8.19	2.79
NM_001030314	7.97	7.12	5.44	9.38	6.84	7.78	1.48	0.02	5.61	6.59
NM_001030313	3.05	6.31	9.5	2.77	2.89	4.45	7.05	2.33	4.81	9.62
NM_001030312	3.94	4.31	5.24	8.1	1.05	4.59	2.74	1.39	1.82	9.57
NM_001030311	7.95	4.87	1.84	8.66	1.47	6.92	0.56	8.28	3.5	5.91
NM_001004331	1.67	9.35	6.18	0.79	1.25	5.47	2.48	7.78	0.18	3.2
XM_001126272	7.42	1.16	7.67	4.4	0.11	4.54	0.61	7.27	6.28	6.81
XM_001126260	3.64	6.66	3.58	5.98	4.02	5.11	0.83	9.19	8.22	4.99
NM_001040436	1.15	9.42	8.87	1.44	9.23	3.32	9.44	4.73	8.43	5.77
XM_001126248	8.82	2.18	9.62	8.53	2.38	1.45	5.21	0.38	9.83	3.7
NM_033049	0.76	3.07	6.31	6.36	4.72	8.9	5	4.4	6.45	8.41
XM_001126233	5.42	9.56	6.49	7.38	7.18	2.41	7.65	2.15	6.08	8.43
NM_030960	0.57	5.36	6.43	4.43	6.88	6.48	0.25	8.49	8.35	7.66
NM_012079	3.45	1.98	9.09	9.03	0.1	3.31	8.4	1.52	5.23	3.88
NM_018556	0.75	3.03	4.52	2.09	4.5	5.69	2.67	3.89	8.22	7.41
XM_001126221	9.56	2.12	8.68	5.8	1.23	6.59	7.59	6.66	4.3	9.69
XM_001132122	7.76	0.53	1.13	1.78	9.71	5.17	2.29	0.72	9.91	3.36
NM_004577	3.42	2.19	6.08	5.24	9.4	1.71	6.27	5.12	6.21	0.99
NM_006759	7.29	9.28	2.66	1.74	7.85	7.22	1.47	7.98	2.08	7.45
NM_000681	3.04	0.59	4.47	9.19	7.04	7.17	1.79	3.54	9.56	2.54
NM_021034	3.08	5.03	1.56	8.7	3.32	3.04	3.89	5.78	7.11	9.59
NM_000589	1.49	8.31	0.9	1.83	7.39	9.87	2.06	5.76	0.75	6.29
NM_001008699	9.66	2.08	1.08	5.02	3.18	2.85	1.51	9.84	2.85	8.13
NM_148975	5.14	4.53	7.42	8.37	7.33	6.52	7.13	9.92	2.83	7.92
NM_001136	2.18	4.67	6.55	5.84	5.8	6.99	5.08	4.65	3.36	8.13
NM_013372	0.65	8.92	4	8.47	6.03	0.22	4.49	8.88	1.83	3.68
XM_001129292	3.45	5.82	1.59	1.22	4.09	7.97	0.45	2.02	2.43	5.86
NM_005906	7.16	0.38	7	8.23	6.48	9	2.09	8.59	8.86	4.95
NM_033642	5.08	3.04	4.51	6.45	7.56	2.22	3.42	0.31	6.3	1.62
NM_001012301	9.53	9.44	2.4	7.28	9.55	9.06	6.59	0.85	7.18	7.01
NM_014249	0.09	8.99	2.85	8.44	9.59	9.96	8.99	6.34	2.48	6.88
NM_003919	1.21	8.08	3.13	5.12	4.17	1.7	8.04	5.55	4.49	4.41
NM_022036	7.51	6.56	7.83	6.66	6.39	6.85	8.07	0.86	2.78	3.6
XM_001124630	3.14	5.3	2.35	1.21	2.48	4.41	6.04	8.68	7.29	6.5
NM_000266	5.15	2.39	8.37	3.21	5.22	6.3	0.77	6.94	6.31	3.98
XM_001133798	5.45	1.44	9.67	5.32	7.87	3.77	8.63	9.14	6.28	9.51
NM_002761	4.81	4.65	8.54	2	3.73	9.88	8.53	6.46	7.48	9.7
NM_021794	2.57	3.55	6.04	7.61	5.33	0.83	1.38	4.21	2.58	0.79
XM_001126152	9.1	8.1	3.25	1.3	1.88	8.88	9.46	8.34	4.51	4.49
XM_001133829	5.96	4.06	7.41	3.44	2.96	3.2	7.96	1.19	5.91	5.47
XM_001126138	1.38	5.74	5.67	6.14	7.71	2.28	6.6	4.59	2.41	4.49
NM_153748	9.86	1.17	9.56	7.66	6.61	7.78	4.46	2.74	0.96	2.9
NM_032933	1.38	3.63	3.89	0.82	0.14	5.61	5.61	3.34	1.99	3.9
NM_000097	1.96	1.09	2.1	0.57	4.59	8.76	6.85	3.08	0.76	2.16
XM_001129888	3.31	3.15	8.65	6.69	6.7	1.09	2.86	4.25	6.19	6.78
NM_025196	2.13	6.66	8.41	2.91	4.64	1.3	8.29	7.23	0.2	1.31
NM_001302	1.51	3.22	0.78	6.36	5.82	5.35	4.45	9.74	5.06	1.85
NM_001002880	1.06	3.68	9.78	8.47	6.42	6.26	5.15	4.98	6.1	0.15
NM_147134	5.55	8.84	4.49	8.15	4.04	3.02	4.55	2.35	6.42	2.3
NM_147133	8.8	2.49	3.44	8.11	3.66	2.57	5.92	7.72	7.14	9.3
XM_928572	4.11	4.28	4.25	7.67	3.45	3.43	6.94	8.52	5.66	2.68
NM_183006	8.63	3.87	6.05	6.85	7.36	6.05	8.44	8.13	3.53	1.89
NM_144990	0.29	0.8	4.34	9.93	1.05	2.44	7.98	3.48	7.89	5.59
NM_024911	3.77	6.35	5.33	2.69	6.63	6.28	8.45	8.36	8.5	0.81
NM_001104595	3.77	8.4	3.47	5.22	4.69	2.58	5.57	8.05	6.36	9.81
NM_205845	2.47	5.48	0.89	5.78	6.86	9.43	3.05	8.13	1.25	3.73
NM_052839	4.41	5.27	9.33	1.16	2.66	6.5	2.93	7.24	0.34	4.49
NM_001080383	7.22	4.22	5.06	6.43	8.78	0.54	6.02	0.07	8.79	5.68
NM_002280	9.63	5.86	7.88	4.01	3.34	8.43	5.14	6.73	0.11	8.68
NM_022075	9.5	8.31	3.84	7.61	0.22	8.72	6.35	7.55	6.64	6.11
NM_138927	6.75	3.66	7.46	3.71	8.32	9.61	2.61	0.91	5.97	2.68
NM_006649	9.72	4.85	0.73	2.45	2.93	8.39	4.14	3.07	2.6	5.56
NM_012193	0.71	6.39	6.98	2.72	4.39	0.42	4.39	3.1	1.13	0.53
NM_000455	4.26	0.22	5.29	0.37	4.72	6.46	0.68	1.78	8.75	6.28
NM_014699	2.86	0.14	3.08	3.66	5.41	2.79	0.18	1.75	9.89	2.06
NM_181806	5.86	8.78	5.35	5.94	9.61	6.72	5.16	0.03	7.44	4.51
NM_003865	9.71	1.66	4.97	5.69	2.58	0.22	9.31	0.92	5.04	5.79
NM_014771	7.67	4.79	1.62	5.66	9.15	2.67	8.71	8.21	7.37	1.75
NM_030941	8.43	2.34	1.39	3.55	4.93	7.55	6.55	4.24	0.02	5.3
NM_017906	8.81	9.76	8.22	7	4.46	9.1	8.77	9.26	9.54	0.28
XM_001126242	3.63	8.86	9.03	9.1	2.11	5.87	6.67	9.4	3.28	7.22
NM_020917	9.81	8.07	7.05	9.69	2.64	9.83	3.14	8.83	2.44	9.8
XM_935548	8.67	0.93	7.78	4.66	1.07	6.88	3.23	2	0.5	3.19
NM_003958	5.01	2.48	2.92	9.92	2.25	1.48	2.28	2.74	5.26	1.12
NM_001039650	1.77	9.17	9.15	0.26	7.23	8.59	10	1.91	3.2	1.96
NM_001042758	1.97	4.08	6.43	1.35	7.77	7.97	6.09	6.25	6.69	9.97
NM_001039649	7.14	9.14	1.33	2.83	6.88	2.79	0.57	9.97	5.47	2.43
NM_000819	3.28	2.38	9.93	6.62	3.04	3.94	4.44	1.66	8.26	3.81
NM_014707	3.04	7.76	6.22	9.82	4.19	4.23	1.24	1.22	2.79	0.12
NM_015140	2.69	7.98	5.82	0.98	0.92	5.8	5.12	2.31	1.89	4.74
NM_001102592	2.08	4.88	3.37	4.73	6.71	6.51	0.36	9.38	5.4	3.11
NM_001614	7.14	2.04	0.47	7.49	7.64	7.66	8.18	9.74	8.44	2.8
NM_002184	1.32	1.85	1.87	7.82	8.28	1.86	3.56	0.44	5.42	6.63
NM_000931	2.38	5.68	7.71	4.66	7.76	8.95	8.33	2.86	3.29	8.7
NM_000930	0.91	8.39	5.8	0.18	4.27	3.94	6.63	8.1	6.95	3.61
NM_015414	5.08	0.25	5.34	3.04	2.96	4.43	9.13	8.49	1.78	6.44
NM_198216	4.85	1.16	8.6	0.44	4.62	8.37	1.39	0.99	4.54	2.43
NM_021065	5.32	3.66	5.13	1.33	6.93	0.44	9.56	5.34	7.28	8.1
NM_015432	2.3	4.47	0.4	9.47	1.74	4.98	5.15	8.56	0.57	2.12
NM_002216	4.48	7.02	6.48	4.45	7.96	6.8	6.53	7.72	4.66	1.11
NM_014824	4.82	1.97	8.97	8.94	7.15	9.16	5.91	2.89	3.92	4.21
NM_138281	9.05	8.12	7.86	3.18	0.07	4.59	7.76	9.47	6.54	4.8
XM_001126650	4.21	1.86	7.21	6.9	0.89	5.18	0.67	0.79	7.25	6.66
NM_015950	5.53	8.36	5.95	1.66	1.54	9.59	0.3	5.98	5.05	4.74
NM_001083910	3.31	8.34	3.15	3.56	4.78	1.04	8.44	1.25	5.3	1.08
NM_002197	7.07	2.01	0.3	0.55	6.3	7.98	0.85	2.54	7.14	8.72
NM_007170	1.39	7.15	1.29	7.6	1.14	6.31	5.47	6.02	2.49	9.24
NM_002645	3.02	10	8.12	9.25	7.36	1.27	7.75	2.17	0.33	6.87
NM_173605	4.74	6.8	1.91	6.21	5.45	0.65	9.55	0.75	4.51	0.48
NM_206894	9.81	9.48	2.68	1.15	6.08	3.86	2.02	0.26	2.51	4.55
NM_014652	1.83	9.76	6.34	6.25	1.82	0.37	6.52	1.43	9.88	7.16
NM_001538	8.37	5.66	0.94	5.31	7.55	6.52	6.22	0.15	7.78	7.7
NM_021602	9.62	7.56	9.73	0.84	8.72	3.69	5.16	9.09	4.95	4.34
NM_133480	0.5	0.68	4.12	0.91	2.89	7.25	9.75	3.43	0.38	0.34
XM_936213	3.38	8.14	3.86	5.24	9.8	8	8.5	2.89	3.05	8.82
NM_024504	1.39	6.72	8.88	1.1	5.94	2.28	5.16	1	8.15	6.3
NM_031424	2.47	4.76	0.55	2.26	0.66	5.22	5.85	9.67	7.07	0.32
NM_018917	0.52	7.28	5.19	8.06	6.69	0.79	9.07	2.85	8.51	1.25
NM_138570	4.68	9.11	8.81	7.72	8.99	6.22	9.6	2.65	6.41	0.11
NM_173695	5.51	2.53	6.77	2.08	4.85	9.45	7.09	0.9	9.85	0.43
NM_001004484	3.21	5.26	1.01	9.04	7.61	6.59	4.19	5.17	0.4	5.99
NM_001551	6.76	3.98	2.18	2.45	5.69	2.73	9.96	2.03	1.81	3.22
NM_017570	2.65	4.56	7.24	9.56	2.48	7.11	5.27	0.64	8.29	3.23
NM_002425	4.52	7.11	2.88	6.86	5.89	8.45	7.75	5.61	5.82	2.62
NM_024825	9.14	9.66	9.89	7.11	3.46	1.67	8.29	4.89	5.11	1.92
NM_004399	3.56	2.95	3.04	9.74	6.75	1.06	1.9	8.74	5.24	6.84
NM_005684	9.6	7.36	8.22	9.9	8.85	2.88	6.88	4.09	7.6	9.06
NM_002796	3.99	0.82	8.48	7.55	8.08	0.05	9.68	5.88	9.65	4.35
NM_001015038	8.88	6.61	8.17	1.07	3.68	1.5	1.46	4.07	2.52	4.93
NM_144773	1.91	1.82	8.62	9.38	0.59	7.86	2.03	2.65	8.17	1.17
NM_006713	8.47	7.84	4.96	2	6.03	6.85	6.21	3.6	4.31	5.45
NM_001040146	3.7	8.58	7.14	0.01	0.82	0.66	7.38	6.96	6.44	9.14
NM_001040145	0.96	9.94	6.49	2.56	0.66	2.45	9.79	2.12	4.71	5.97
NM_001040144	2.68	9.7	2.18	8.89	6.92	2.03	6.88	4.39	1.56	2.12
NM_015962	9.23	6.95	3.09	1.67	2.36	0.25	7.68	2.94	1.49	3.88
NM_015071	4.27	8.29	9.64	6.12	5.44	3.49	8.23	3.37	0.01	7.05
NM_001010922	9.74	1.71	2.47	9.44	3.22	0.01	7.72	6.93	8.7	0.84
NM_015417	0.61	4.09	4.39	9.27	3.5	6.55	3.15	8.96	3.98	3.12
NM_178836	7.29	8.29	7.76	5.37	2.8	4.75	5.99	5.54	0.34	3.93
NM_030648	4.48	8.51	4.39	5.66	8.67	0.65	7.28	7.68	3.2	1.31
NM_024579	0.43	3.57	7.07	0.42	9.58	0.41	5.16	9.21	6.49	7.67
XM_936128	9.12	8.04	4.1	1.62	4.62	5.12	2.51	6.97	0.22	1.08
NM_018697	2.85	4.17	5.33	0.97	6.22	7.18	3.5	7.83	0.99	9.01
NM_020949	0.05	1.13	6.8	1.27	8.29	4.1	0.32	8.3	1.43	2.01
NM_001015001	9.62	8.73	8.21	2.52	7.52	2.37	2.26	0.4	0.59	1.43
NM_014317	6.22	2.31	9.19	6.21	6.02	5.18	2	0.71	4.03	7.82
NM_001042635	1.44	7.85	5.68	2.37	4.23	6.39	5.48	9.3	9.58	8.31
NM_001100625	2.1	3.49	8.76	4.78	8.18	7.59	8.11	0.07	7.66	1.74
NM_001100624	6.74	9.58	4.37	4.27	2.71	5.97	1.07	3.57	2.55	9.07
XM_938862	6.12	6.96	4.49	0.09	3.22	2.61	5.08	1.96	5.99	8.42
NM_000980	7.61	6.02	5.53	6.86	3.02	7.04	5.2	0.97	7.51	2.18
NM_138378	9.95	4.84	5.38	3.31	0.32	2.56	5.26	8.73	2.95	5.06
NM_057162	2.88	0.94	6.67	2.54	8.91	5.34	5.03	3.99	7.81	1.63
NM_014422	0.26	0.58	2.76	6.42	5.51	4.15	0.47	1.61	5.81	5.41
NM_203289	4.47	1.95	8.27	0.18	6.21	1.01	3	4.34	8.77	7.68
NM_005763	2.02	0.61	6.56	9.65	2.37	7.01	3.32	8.87	2.91	3.55
XM_001130382	3.82	3.53	5.8	6.16	2.26	5.21	2.37	0.34	1.05	2.25
NM_001099274	4.08	9.3	6.49	0.08	5.06	3.89	9.88	8.43	6.37	6.73
NM_022465	6	1.43	5.04	7.2	0.45	7.06	3	4.76	2.56	7.9
NM_032049	2.7	0.15	3.97	7.23	5.93	6.7	3.83	4.41	3.57	7.19
NM_001101802	5.98	1.13	5.11	9.46	5.65	1.75	1.91	1.08	4.54	7.91
