Gene Name	Common	Genbank	Description
179837	DCP2	NM_152624.3	decapping enzyme hDcp2
233984	null	AX747269.1	
212255	TFF1	NM_003225.2	trefoil factor 1 (breast cancer, estrogen-inducible sequence expressed in)
223522	PRIMA1	NM_178004.1	proline rich membrane anchor 1
128786	LRRC16	AK125696.1	
547553	null		
600036	null		
230508	null		
200197	FLJ21742	NM_032207.1	hypothetical protein FLJ21742
665519	ZNF248	NM_021045.1	zinc finger protein 248
200418	ATXN2L	NM_017492.2	ataxin 2 related protein
102622	LRRC14	NM_014665.1	leucine rich repeat containing 14
227377	null		
142146	GAS1	NM_002048.1	growth arrest-specific 1
131288	null	AK024334.1	
193808	SPIN-2	BC000044.2	
147050	MOBKL1A	NM_173468.2	MOB1, Mps One Binder kinase activator-like 1A (yeast)
202062	TLR3	NM_003265.2	toll-like receptor 3
221216	PQLC1	NM_025078.3	PQ loop repeat containing 1
173633	APC2	NM_005883.1	adenomatosis polyposis coli 2
151652	UBQLN3	NM_017481.2	ubiquilin 3
139819	RAB25	NM_020387.1	RAB25, member RAS oncogene family
230497	LOC400547		
179305	C6orf189	BC038997.1	
161539	CLCF1	NM_013246.1	cardiotrophin-like cytokine
120363	null	AK130825.1	
228171	null		
197400	null		
148545	SPRY4		
697127	null		
195779	ADRA1B	NM_000679.2	adrenergic, alpha-1B-, receptor
202437	GLRA2	NM_002063.2	glycine receptor, alpha 2
223897	OLFM1	NM_014279.2	olfactomedin 1
162374	null		
204403	FAM11A	NM_032508.1	family with sequence similarity 11, member A
100403	null		
132844	SLCO4A1	NM_016354.3	solute carrier organic anion transporter family, member 4A1
149860	HSPC048	NM_014148.1	hypothetical protein FLJ23518
144280	HSPB7	NM_014424.3	heat shock 27kDa protein family, member 7 (cardiovascular)
126425	EHF	NM_012153.3	ets homologous factor
548174	LOC400768	BC051808.2	
142775	null		
202380	HS3ST6|LOC342460	AL031723.56_CDS_1	
115267	RNF17	NM_019038.2	tudor domain containing 4
155973	null	AY584596.1	
229810	null		
107743	ZCCHC4	BC016914.1	
199704	null	BC033118.1	
202348	MXD1	NM_002357.1	putative nucleic acid binding protein RY-1;MAX dimerization protein 1
123744	PTX3	NM_002852.2	pentaxin-related gene, rapidly induced by IL-1 beta
180670	MTHFR	NM_005957.2	5,10-methylenetetrahydrofolate reductase (NADPH)
183384	RNASET2	AK000385.1	
112470	RNF183	NM_145051.2	hypothetical protein MGC4734
100736	PLCB4	NM_182797.1	phospholipase C, beta 4
198586	RCSD1	AF545852.1	
122260	EPHA3	NM_005233.3	EphA3
235524	NFAM1	AK097971.1	
121757	null	Y09232.1_CDS_1	
217456	FLJ34236	AK126893.1	
188007	TRAF3IP3	NM_025228.1	TRAF3-interacting Jun N-terminal kinase (JNK)-activating modulator
229650	RP11-321G1.2	BC007652.1	
153617	null		
223193	PDLIM3	NM_014476.1	PDZ and LIM domain 3
185301	LYSMD1	NM_212551.1	hypothetical protein SB145
222186	null	NM_006115.3	preferentially expressed antigen in melanoma
101387	GTPBP5	AK001603.1	GTP binding protein 5 (putative)
232086	null	BC014497.1	
190246	RNF135	NM_197939.1	ring finger protein 135
236928	POTE15	NM_207355.1	protein expressed in prostate, ovary, testis, and placenta
218252	MGC35402		hypothetical protein MGC35402
197713	TEAD3	NM_003214.2	TEA domain family member 3
178335	SMCHD1		
185956	FLJ43980	AK125968.1	
231920	DKFZP434H168	AK124129.1	
183928	MAGEA8	NM_005364.3	melanoma antigen, family A, 8
229969	LOC401097	BC031660.1	
221937	CCDC17	BC065201.1	hypothetical protein FLJ33084
105317	null		
103468	HNRPUL2	AL834470.1	
134084	BACH2	NM_021813.1	BTB and CNC homology 1, basic leucine zipper transcription factor 2
188801	KLRG1	NM_005810.3	killer cell lectin-like receptor subfamily G, member 1
226693	null		
229291	null		
233452	ARSB	NM_000046.2	arylsulfatase B
138746	null	BC042048.1	
134017	MCC	NM_002387.1	mutated in colorectal cancers
175128	SEC15L2	AX883220.1_CDS_1	
189180	SEZ6	NM_178860.2	seizure related 6 homolog (mouse)
165836	AOAH	NM_001637.1	acyloxyacyl hydrolase (neutrophil)
231142	null		
546752	KRTAP10-6|KRTAP10-10	NM_181688.1	keratin associated protein 10-10
161587	TPBG	NM_006670.3	trophoblast glycoprotein
209814	CDKL3	NM_016508.2	cyclin-dependent kinase-like 3
512792	null	AF258585.1	
138312	null		
182977	CYB5R2	NM_016229.2	cytochrome b5 reductase b5R.2
112696	DPF1	NM_004647.1	D4, zinc and double PHD fingers family 1
261411	C14orf78	AK094143.1	
206315	NIP	NM_144565.2	homolog of Drosophila Numb-interacting protein
700714	TAS2R44	NM_176885.1	taste receptor, type 2, member 44
229522	null	BC033582.1	
Negative_Control_3_Cp			
167721	SLC44A5	NM_152697.2	hypothetical protein MGC34032
361497	null		
167007	C11orf21	NM_014144.1	
229869	LOC283824	BX647541.1	
156133	GPR32	NM_001506.1	G protein-coupled receptor 32
235089	null		
170984	FLJ38984	NM_152374.1	hypothetical protein FLJ38984
707418	null	BC043229.1	
104539	CLEC1A	NM_016511.2	C-type lectin-like receptor-1
224851	SVEP1	AL079279.1	
173350	FCRLM2	BC067080.1	
224540	null	NM_180990.2	ligand-gated ion channel subunit
198872	ZIC5	NM_033132.2	Zic family member 5 (odd-paired homolog, Drosophila)
190112	RP1-153G14.3	AL031118.22_CDS_1	
231765	null	AK025786.1	
100172	HD	NM_002111.4	huntingtin (Huntington disease)
207869	AURKC	NM_003160.1	aurora kinase C
141131	PRB4	NM_002723.3	proline-rich protein BstNI subfamily 4
704350	C1orf61	AK095622.1	
187044	C10orf93	NM_173572.1	chromosome 10 open reading frame 93
217202	C17orf69	AK091529.1	
140047	C20orf118	AK123544.1	
228632	null		
117334	PHLDA3	AF151100.1	
141474	null		
173416	NPPB	NM_002521.1	natriuretic peptide precursor B
156474	EPHB6	NM_004445.1	EphB6
127831	MGC35030	AK001019.1	
248090	null	AK021525.1	
106386	null		
157730	C2orf14|LOC401006|LOC440910	AX748030.1	
109389	SYT6		synaptotagmin VI
235326	ATP8B3	NM_138813.1	transcription elongation factor B polypeptide 3 binding protein 1;ATPase, Class I, type 8B, member 3
145498	CXorf45	NM_024810.1	hypothetical protein FLJ23018
186437	C6orf54	NM_014354.1	chromosome 6 open reading frame 54
105838	null		
144172	CXCL9	NM_002416.1	chemokine (C-X-C motif) ligand 9
170148	null		
207251	CRHBP	NM_001882.3	corticotropin releasing hormone binding protein
170351	NEIL2	NM_145043.1	nei like 2 (E. coli)
177128	C21orf55	NM_017833.2	chromosome 21 open reading frame 55
195310	GZMK	NM_002104.1	granzyme K (serine protease, granzyme 3; tryptase II)
707641	null	AK021826.1	
165327	null		
153870	RAB38	NM_022337.1	RAB38, member RAS oncogene family
151005	CA9	NM_001216.1	carbonic anhydrase IX
161925	null		
189566	null	BX648371.1	
235722	null	NM_014347.1	zinc finger protein 324
201256	SETMAR	NM_006515.1	SET domain and mariner transposase fusion gene
220055	LOC399789|FLJ31958	AL390163.1	
187128	PAX6	NM_000280.1	paired box gene 6 (aniridia, keratitis)
706277	null	AB019439.1_CDS_6	
195871	KLF15	NM_014079.2	Kruppel-like factor 15
213914	ARHGEF6	NM_004840.2	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
234696	null	NM_203302.2	similar to RPL23AP7 protein
231937	null	AK056055.1	
200192	null	NM_005377.2	v-myc myelocytomatosis viral oncogene homolog 2 (avian)
230743	CAPN14	AK092257.1	
697129	RAPH1	NM_213589.1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
156851	null	AX972249.1_CDS_1	
227600	PCDHGB7	NM_018929.2	protocadherin gamma subfamily C, 3;protocadherin gamma subfamily A, 1;protocadherin gamma subfamily A, 2;protocadherin gamma subfamily A, 3;protocadherin gamma subfamily A, 4;protocadherin gamma subfamily A, 5;protocadherin gamma subfamily A, 12;protocadherin gamma subfamily A, 6;protocadherin gamma subfamily B, 2;protocadherin gamma subfamily B, 7;protocadherin gamma subfamily C, 4;protocadherin gamma subfamily C, 5;protocadherin gamma subfamily B, 4;protocadherin gamma subfamily A, 8;protocadherin gamma subfamily B, 3;protocadherin gamma subfamily B, 5;protocadherin gamma subfamily B, 6;protocadherin gamma subfamily A, 7;protocadherin gamma subfamily A, 9;protocadherin gamma subfamily A, 10;protocadherin gamma subfamily A, 11;protocadherin gamma subfamily B, 1
111378	KIR3DL1	NM_014514.1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
144452	LOC440606		
135411	null		
164569	NR2F1	NM_005654.3	nuclear receptor subfamily 2, group F, member 1
115244	C6orf170	NM_152730.3	chromosome 6 open reading frame 170
124927	FLJ10324	NM_018059.2	hypothetical protein FLJ10324
110431	SMCY	NM_004653.2	Jumonji, AT rich interactive domain 1D (RBP2-like)
143556	HSF4	NM_001538.1	heat shock transcription factor 4
184737	null	AF086274.1	
137105	CNTNAP4	NM_138994.1	contactin associated protein-like 4
185077	SLC4A8	NM_004858.1	solute carrier family 4, sodium bicarbonate cotransporter, member 8
228513	null	BC007841.1	
208620	null		
194382	null		
155274	LOC255275		
117513	TRIM54	NM_187841.1	ring finger protein 30
211632	KRTAP10-12	NM_198699.1	keratin associated protein 18-12
197925	C15orf2	NM_018958.1	chromosome 15 open reading frame 2
546837	LOC388882	BC036910.1	
703699	null	X77690.1	
236828	null		
182208	CTAG1A|CTAG1B	NM_139250.1	cancer/testis antigen 1A;cancer/testis antigen 1B
198197	SPAG11	NM_058207.1	sperm associated antigen 11
216083	ZC3H6	NM_198581.1	zinc finger CCCH type domain containing 6
179451	TNFRSF19	NM_148957.2	tumor necrosis factor receptor superfamily, member 19
214258	null		
183314	KCNQ1	NM_000218.2	potassium voltage-gated channel, KQT-like subfamily, member 1
220904	null		
147272	HTR1D	NM_000864.3	5-hydroxytryptamine (serotonin) receptor 1D
204744	TTC5	NM_138376.1	tetratricopeptide repeat domain 5
176971	null	BC036361.1	
154675	null		
215627	null	NM_153752.1	chromosome 21 open reading frame 84
179213	NLGN3	NM_018977.1	neuroligin 3
214486	CD3G	NM_000073.1	CD3G antigen, gamma polypeptide (TiT3 complex)
166893	null		
179707	RP5-821D11.2	BC032248.1	
124290	METT5D1	NM_152636.1	hypothetical protein FLJ33979
162225	HLA-DOA	NM_002119.2	major histocompatibility complex, class II, DO alpha
149988	POMC	NM_000939.1	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)
136819	ARMCX4	NM_152583.1	hypothetical protein MGC40053
147610	ZNF696	NM_138465.3	GLI-Kruppel family member GLI4;hypothetical protein FLJ14129
158426	GAB1	NM_002039.2	GRB2-associated binding protein 1
230212	null		
203117	ZNF175	NM_007147.2	zinc finger protein 175
190964	TNFSF9	NM_003811.2	tumor necrosis factor (ligand) superfamily, member 9
153152	SYCE1	NM_201564.1	chromosome 10 open reading frame 94;FLJ44653 protein
196274	PCDHB7	NM_018940.2	protocadherin beta 7
226296	null		
221711	null		
193265	FLJ30851	NM_198553.1	FLJ30851 protein
121124	null		
119823	FLJ37970	NM_032251.3	hypothetical protein FLJ37970
234712	SBDSP	NM_016038.2	Shwachman-Bodian-Diamond syndrome
221990	FLJ43987	AK125975.1	
163273	null	AK123977.1	
110269	GRIA2	NM_000826.1	glutamate receptor, ionotropic, AMPA 2
706939	null		
135769	PITX3	NM_005029.3	paired-like homeodomain transcription factor 3
187744	NTRK1	NM_002529.2	neurotrophic tyrosine kinase, receptor, type 1
230604	PHF21A	NM_016621.2	BRAF35/HDAC2 complex (80 kDa)
192424	C6orf206	NM_152732.2	chromosome 6 open reading frame 206
164703	SAMD11	NM_152486.1	hypothetical protein MGC45873
232316	LOC401128	AK056558.1	
224147	ABCA13	NM_152701.2	ATP binding cassette gene, sub-family A (ABC1), member 13
125176	null	BC062733.1	
194494	LOC441570		
210525	KCNJ16	NM_170742.1	potassium inwardly-rectifying channel, subfamily J, member 16
127041	CARD14	NM_024110.2	caspase recruitment domain family, member 14
178313	ETV4	NM_001986.1	ets variant gene 4 (E1A enhancer binding protein, E1AF)
210420	STX1A	NM_004603.1	syntaxin 1A (brain)
117922	ANGPTL7	NM_021146.2	angiopoietin-like factor
222215	null	AK128099.1	
199423	RAPGEFL1	NM_016339.1	Rap guanine nucleotide exchange factor (GEF)-like 1
175902	RAB40C	NM_021168.2	RAB40C, member RAS oncogene family
236574	FLJ42289	NM_207383.1	FLJ42289 protein
162619	null		
182110	ZNF496	NM_032752.1	zinc finger protein 496
104481	C10orf21	BC039000.1	
120250	C6orf49	NM_013397.3	chromosome 6 open reading frame 49
154839	APBB1	NM_001164.2	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)
232726	null		
187487	null		
221804	FLJ23867	BC017692.1	
712541	TAS2R43	NM_176884.1	taste receptor, type 2, member 43
178933	DERL3		chromosome 22 open reading frame 14
102092	C6orf82	NM_007260.2	lysophospholipase II
Negative_Control_6_Cp			
141743	ADCK1	NM_020421.2	aarF domain containing kinase 1
229391	LOC153546		
232628	null	AK024119.1	
211684	CREB5	NM_182899.2	cAMP responsive element binding protein 5
157799	ZNF625	NM_145233.2	zinc finger protein 625
106274	null		
112323	CNTNAP2	NM_014141.3	contactin associated protein-like 2
107075	PAGE1	NM_003785.2	G antigen, family B, 1 (prostate associated)
209661	ANKRD1	NM_014391.2	ankyrin repeat domain 1 (cardiac muscle)
123970	FAM9B	NM_173696.1	family with sequence similarity 9, member B
100719	C18orf45	NM_032933.3	hypothetical protein MGC11386
235699	null		
185340	TNFRSF7	NM_001242.3	tumor necrosis factor receptor superfamily, member 7
175266	DSU	NM_018000.1	hypothetical protein FLJ10116
422268	TESSP2	NM_182702.1	testis serine protease 2
186356	ZNF610	NM_173530.1	zinc finger protein 610
222162	SLC45A4	AK128212.1	
187739	SULT2B1	NM_177973.1	sulfotransferase family, cytosolic, 2B, member 1
222301	FLJ43860	NM_207414.1	FLJ43860 protein
695388	null	AK056323.1	
234290	null	AF319522.1	
171774	TUBA8	NM_018943.1	tubulin, alpha 8
147793	IL20	NM_018724.2	interleukin 20
137666	ZNF609	AB002293.1	
277404	RP11-483I13.1		
182382	PPM1J	NM_175744.3	ras homolog gene family, member C;hypothetical protein MGC19531
210466	STARD5	NM_030574.2	START domain containing 5
183963	LILRB1	NM_006669.2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
702803	null	BC020909.1	
128637	FUT5	NM_002034.1	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)
145935	FAM83E	NM_017708.1	hypothetical protein FLJ20200
152802	TCERG1L	NM_174937.1	transcription elongation regulator 1-like
102776	TRAM1L1	NM_152402.1	translocation associated membrane protein 1-like 1
166596	PAQR8	NM_133367.1	chromosome 6 open reading frame 33
209022	ZNF449	NM_152695.3	hypothetical protein FLJ23614
110188	C1orf183	NM_198926.1	hypothetical protein LOC55924
227112	LOC348174|MGC34761|LOC497190	NM_173619.1	hypothetical protein MGC34761;secretory protein LOC348174
122618	null		
194369	PARD6A	NM_016948.1	par-6 partitioning defective 6 homolog alpha (C.elegans)
198723	null	AF399571.1_CDS_1	
702574	null	Z12315.1_CDS_1	
195226	SLITRK1	NM_052910.1	SLIT and NTRK-like family, member 1
119713	null		
162727	CEECAM1	NM_016174.3	cerebral endothelial cell adhesion molecule 1
229942	null	AK024566.1	
181170	SLA2	NM_032214.2	Src-like-adaptor 2
149885	FANCM		
183258	SLC35F2	NM_017515.3	solute carrier family 35, member F2
121681	FLJ20345	NM_017777.1	hypothetical protein FLJ20345
141502	LOC375295	BC013588.1	
212738	GALNT4	NM_003774.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)
174547	CDCP1	NM_022842.3	CUB domain-containing protein 1
199711	null	BC071719.1	
226833	HMCN1	AX881738.1_CDS_1	
234377	ZDHHC20	AL359394.9_CDS_1	
144262	null		
203734	HOXB7	NM_004502.2	homeo box B7
276100	null	AL390150.2	
104706	LOC400763	BC030750.1	
219598	STAU2	NM_014393.1	staufen, RNA binding protein, homolog 2 (Drosophila)
146993	RC3H1	AK122948.1	
132778	null		
107676	null	AY429778.1_CDS_1	
121505	LOC150763		
147436	MAP2	NM_031846.1	microtubule-associated protein 2
158239	TRPC1	NM_003304.3	transient receptor potential cation channel, subfamily C, member 1
177839	PRRXL1		
174040	LGP1	NM_032484.3	D11lgp1e-like
215653	ZNF114	NM_153608.1	hypothetical protein MGC17986
121345	FLJ39660	NM_173646.1	hypothetical protein FLJ39660
208052	null	BC015784.1	
118386	GPR18	NM_005292.2	G protein-coupled receptor 18
205882	NPFF	NM_003717.1	neuropeptide FF-amide peptide precursor
151167	GPR37L1	Y16280.1	
114678	WDR62	NM_173636.2	
192520	LOC197350		
228956	null	AL110203.1	
161567	PAPOLG	NM_022894.2	poly(A) polymerase gamma
195142	PARK2	NM_013988.1	Parkinson disease (autosomal recessive, juvenile) 2, parkin
104557	ARSB	NM_000046.2	arylsulfatase B
167695	MYO1D	BC030602.2	
135267	LOC390975		
225854	TSPAN32	NM_139024.2	pan-hematopoietic expression
208235	PRSS3	NM_002771.2	protease, serine, 3 (mesotrypsin)
163685	KIAA1731	AK095218.1	
181809	CAMKV	NM_024046.2	hypothetical protein MGC8407
167179	HYDIN	BC043273.2	
228249	NAALADL2	NM_207015.1	similar to folate hydrolase; N-acetylated alpha-linked acidic dipeptidase
176640	EVPL	NM_001988.1	envoplakin
112366	null	AX746638.1	
181035	RAP140	NM_015224.1	retinoblastoma-associated protein 140
231533	tAKR	AB037902.1	
152222	TTLL2	NM_031949.3	tubulin tyrosine ligase-like family, member 2
162896	CD38	NM_001775.2	CD38 antigen (p45)
234299	null		
221354	null	BC014368.1	
152363	RPS6KA5	NM_004755.2	ribosomal protein S6 kinase, 90kDa, polypeptide 5
101736	null		
544141	null		
120822	URP2	NM_178443.1	UNC-112 related protein 2
Negative_Control_43_Cp			
235564	null		
111639	HOXC4	NM_153693.1	homeo box C6
107593	ABCA3	NM_001089.1	ATP-binding cassette, sub-family A (ABC1), member 3
129097	BICC1	NM_025044.2	bicaudal C homolog 1 (Drosophila)
173734	FLJ20433	NM_017820.2	hypothetical protein FLJ20433
171071	CCDC41	NM_016122.1	NY-REN-58 antigen
424910	null		
219334	null	BC041996.1	
219125	null		
164780	CST2	NM_001322.2	cystatin SA
133008	SH3TC2	AK127241.1	KIAA1985 protein
165955	RGS4	BT007025.1	
710783	null	BX648502.1	
106973	null		
216668	COPG2	NM_012133.1	coatomer protein complex, subunit gamma 2
150074	CAMKK1	NM_172207.1	calcium/calmodulin-dependent protein kinase kinase 1, alpha
178164	C1orf172	NM_152365.1	hypothetical protein FLJ34633
228269	LOC286177	BC036235.1	
184221	HRH1	NM_000861.2	histamine receptor H1
181315	MAGEA10	NM_021048.3	melanoma antigen, family A, 10
218047	SBLF	NM_172196.1	stoned B/TFIIA-alpha/beta-like factor;stoned B-like factor;TFIIA-alpha/beta-like factor
107255	PAGE3		
232076	null		
116476	FLJ13224	NM_024799.1	
132075	LOC440409|FLJ22659|LOC388436	NM_024934.1	
184968	FIBCD1	NM_032843.3	fibrinogen C domain containing 1
149558	RBPMS2	NM_194272.1	
203969	KLF16	NM_031918.1	Kruppel-like factor 16
167403	SYN2	NM_133625.2	synapsin II
149253	PAMCI	NM_005447.2	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor
235646	TLN2	NM_015059.1	talin 2
237106	null		
136187	LENG9	NM_198988.1	leukocyte receptor cluster (LRC) member 9
135865	ATP2B3	NM_001001344.1	ATPase, Ca++ transporting, plasma membrane 3
134901	SYCP2	NM_014258.2	synaptonemal complex protein 2
140651	KCNA7	NM_031886.2	potassium voltage-gated channel, shaker-related subfamily, member 7
131241	C8ORFK29	BX648457.1	
203823	null		
142200	UPK1A	NM_007000.2	uroplakin 1A
127127	CACNA1D	NM_000720.1	calcium channel, voltage-dependent, L type, alpha 1D subunit
121840	EDN1	NM_001955.2	endothelin 1
502830	null		
228044	null		
142147	FLJ39501	NM_173483.1	hypothetical protein FLJ39501
197463	ABCB8	NM_007188.2	ATP-binding cassette, sub-family B (MDR/TAP), member 8
199679	MLL3|BAGE5|BAGE3	NM_170606.1	B melanoma antigen family, member 2;B melanoma antigen family, member 3;B melanoma antigen family, member 4;B melanoma antigen family, member 5;myeloid/lymphoid or mixed-lineage leukemia 3;B melanoma antigen
210323	STMN2	NM_007029.2	stathmin-like 2
109306	KLRB1	NM_002258.1	killer cell lectin-like receptor subfamily B, member 1
122167	ELOVL3	NM_152310.1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
198092	null	Y19213.1_CDS_1	
154676	null		
224697	ENPP7		
197408	EPB41L4B	NM_019114.2	erythrocyte membrane protein band 4.1 like 4B
161338	LOC92017	NM_032167.1	hypothetical protein FLJ12363
115257	KIAA0329	NM_014844.1	
128294	null		
166839	ZNF630	AK000580.1	
132620	FGR	NM_005248.1	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
184207	LOC387601	NM_199352.1	putative UST1-like organic anion transporter
145596	KIAA1205		
220846	MAP2K7	NM_145185.2	mitogen-activated protein kinase kinase 7
213878	HEL308	NM_133636.1	DNA helicase HEL308
178845	CD177	NM_020406.1	polycythemia rubra vera 1
110475	C6orf15	NM_014070.1	chromosome 6 open reading frame 15
181804	LOC342934		
229206	HADHA		
704926	null	AF052127.1	
Manufacturing_Test_Control_47			
156072	LILRA4	NM_021708.1	leukocyte-associated Ig-like receptor 1;leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 4
113259	CRYGS	NM_017541.2	crystallin, gamma S
100064	EREG	NM_001432.1	epiregulin
153112	RAD54L	NM_003579.2	RAD54-like (S. cerevisiae)
196111	NALP2	NM_017852.1	NACHT, leucine rich repeat and PYD containing 2
109029	WDR63	NM_145172.1	testis development protein NYD-SP29
148435	F2RL1	NM_005242.3	coagulation factor II (thrombin) receptor-like 1
709195	null		
169378	PDZK2	NM_024791.2	PDZ domain containing 2
219548	LOC348801	BC040562.1	
Manufacturing_Test_Control_118			
173015	MGC14289	NM_080660.2	similar to RIKEN cDNA 1200014N16 gene
106960	DYX1C1	NM_130810.1	dyslexia susceptibility 1 candidate 1
708093	null	AL109722.1	
205598	null	BC027488.1	
183300	NT5M	NM_020201.2	5',3'-nucleotidase, mitochondrial
207796	LOC441908		
222107	null		
113231	PODXL2	NM_015720.1	endoglycan
178008	FAM11A	NM_032508.1	family with sequence similarity 11, member A
231838	FLJ39609	BC025320.1	
156725	null		
103964	null		
199263	SELE	M30640.1	
156670	LOC390705|LOC440367	BC041879.1	
167690	CEP68	NM_015147.1	KIAA0582
224247	null		
223656	MGC35030	BC042481.1	
542831	null	AK094093.1	
147846	ANKRD2	NM_020349.2	ankyrin repeat domain 2 (stretch responsive muscle)
102667	FLJ32009	NM_152718.1	hypothetical protein FLJ32009
212170	ALOX5	NM_000698.1	arachidonate 5-lipoxygenase
709627	LOC90925	Z12313.1_CDS_1	
152119	LRRC31	NM_024727.1	hypothetical protein FLJ23259
118157	CAMK4	NM_001744.3	calcium/calmodulin-dependent protein kinase IV
171964	UCN	NM_003353.2	urocortin
158856	HSPC047	AC004084.1_CDS_2	
156735	null	NM_017959.1	
133823	SALL3	NM_171999.1	sal-like 3 (Drosophila)
106760	null		
232691	FLJ90757	AK124762.1	
170527	CYorf15B	NM_032576.1	chromosome Y open reading frame 15B
142362	null		
215791	ULK2	NM_014683.2	unc-51-like kinase 2 (C. elegans)
126166	FXYD3	NM_005971.2	FXYD domain containing ion transport regulator 3
IVT_Kit_Control_BIOB_5_Cp			
10434918	null	BC038792.1	
170458	TA-NFKBH	NM_139239.1	T-cell activation NFKB-like protein
161913	EPHA10	AX803393.1_CDS_1	
127269	TNKS	NM_003747.1	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
224381	HIST1H2AG	NM_021064.3	histone 1, H2ag
215167	null		
235311	ATP11A	AK024264.1	
194214	MPP7	NM_173496.2	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
224773	ASPH	NM_032466.1	aspartate beta-hydroxylase
133681	LOC283801		
122935	null		
138904	SLC15A3	NM_016582.1	solute carrier family 15, member 3
182657	CTRL	NM_002801.2	proteasome (prosome, macropain) subunit, beta type, 10;chymotrypsin-like
110461	ZNF502	NM_033210.3	zinc finger protein 502
194950	null		
208837	C4orf15	NM_024511.3	chromosome 4 open reading frame 15
107148	PTGER4	NM_000958.2	prostaglandin E receptor 4 (subtype EP4)
709890	MGC70924	NM_199285.1	
205761	C14orf118	NM_017972.2	chromosome 14 open reading frame 118
105418	IGSF3	NM_001542.1	immunoglobulin superfamily, member 3
120271	PTCD1	NM_015545.2	pentatricopeptide repeat domain 1
169302	KPNA5	NM_002269.2	karyopherin alpha 5 (importin alpha 6)
Negative_Control_85_Cp			
119042	LOC440122		
227524	FLJ12610	NM_144712.2	hypothetical protein FLJ12610;solute carrier family 23 (nucleobase transporters), member 3
148804	SOX21	NM_007084.2	SRY (sex determining region Y)-box 21
186120	APCS	AX460407.1_CDS_1	
136206	CSF3R	NM_156039.2	colony stimulating factor 3 receptor (granulocyte)
171484	KIAA0515	NM_032640.2	
335545	null	AK095313.1	
119212	HCG9	NM_005844.2	HLA complex group 9
116818	ICAM5	NM_003259.2	intercellular adhesion molecule 5, telencephalin
107914	null	L10374.1	
181880	PTCRA	NM_138296.1	pre T-cell antigen receptor alpha
107143	null	AK097161.1	
105863	HIST1H1B	NM_005322.2	histone 1, H1b
174455	HAVCR2	NM_032782.2	hepatitis A virus cellular receptor 2
157896	FRAS1	NM_032863.2	Fraser syndrome 1
220077	GPR158	AK095120.1	
137919	IRAK2	NM_001570.2	interleukin-1 receptor-associated kinase 2
716616	null		
221386	null		
129544	TNFRSF10A	NM_003844.2	tumor necrosis factor receptor superfamily, member 10a
218815	RP4-694E4.2	NM_173566.1	hypothetical protein MGC50372
135812	HOXD11	NM_021192.2	homeo box D11
140262	DNM1DN5		
184425	CDKN1C	NM_000076.1	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
126637	PRRG1	NM_000950.1	proline rich Gla (G-carboxyglutamic acid) 1
Negative_Control_62_Cp			
149674	TMEM16G	NM_001001666.1	new gene expressed in prostate
205705	LOC348094	NM_182703.2	hypothetical protein LOC348094
159867	CX62	NM_032602.1	connexin 62
114284	CORO1A	NM_007074.1	coronin, actin binding protein, 1A
218140	PGBD3	NM_170753.1	piggyBac transposable element derived 3;excision repair cross-complementing rodent repair deficiency, complementation group 6
116559	PLEKHA4	NM_020904.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4
113558	SLC7A10	NM_019849.1	solute carrier family 7, (neutral amino acid transporter, y+ system) member 10
123088	SDK2	NM_019064.3	sidekick homolog 2 (chicken)
169075	ARMCX2	NM_014782.4	armadillo repeat containing, X-linked 2
193959	ZNF519	BC037787.1	
142691	PIWIL4	BC031060.1	piwi-like 4 (Drosophila)
130238	RAD51L1	NM_133510.2	RAD51-like 1 (S. cerevisiae)
232652	DALRD3	AX876580.1_CDS_1	
547954	SNRPA1		small nuclear ribonucleoprotein polypeptide A'
151825	RP11-13E5.1		
120825	null		
162170	WWP2	NM_199424.1	Nedd-4-like ubiquitin-protein ligase
207656	TRPV2	NM_016113.3	transient receptor potential cation channel, subfamily V, member 2
137314	FLJ36031	NM_175884.2	hypothetical protein FLJ36031
355797	null	AK094652.1	
152811	OR10H5	AB065920.1_CDS_1	
119574	CD79B	NM_000626.1	CD79B antigen (immunoglobulin-associated beta)
150963	DF	NM_001928.2	D component of complement (adipsin)
221134	C6orf167	NM_198468.1	chromosome 6 open reading frame 167
